datetime,power[W],heating_demand[W],total_power[W],cooling_demand[W]
2018-01-01 00:00:00,388.0,3969.0,1312.0,0.0
2018-01-01 00:15:00,388.0,3805.0,1312.0,0.0
2018-01-01 00:30:00,388.0,3744.0,1280.0,0.0
2018-01-01 00:45:00,388.0,3818.0,1272.0,0.0
2018-01-01 01:00:00,344.0,3741.0,1296.0,0.0
2018-01-01 01:15:00,292.0,3825.0,1248.0,0.0
2018-01-01 01:30:00,176.0,3975.0,1204.0,0.0
2018-01-01 01:45:00,176.0,3959.0,1128.0,0.0
2018-01-01 02:00:00,168.0,4042.0,1124.0,0.0
2018-01-01 02:15:00,168.0,4139.0,1140.0,0.0
2018-01-01 02:30:00,168.0,4388.0,1160.0,0.0
2018-01-01 02:45:00,168.0,4621.0,1216.0,0.0
2018-01-01 03:00:00,168.0,2335.0,1268.0,0.0
2018-01-01 03:15:00,168.0,2415.0,724.0,0.0
2018-01-01 03:30:00,168.0,2496.0,740.0,0.0
2018-01-01 03:45:00,168.0,2610.0,764.0,0.0
2018-01-01 04:00:00,168.0,2673.0,788.0,0.0
2018-01-01 04:15:00,168.0,2786.0,808.0,0.0
2018-01-01 04:30:00,168.0,2849.0,832.0,0.0
2018-01-01 04:45:00,168.0,2944.0,852.0,0.0
2018-01-01 05:00:00,168.0,2956.0,872.0,0.0
2018-01-01 05:15:00,168.0,2990.0,880.0,0.0
2018-01-01 05:30:00,168.0,3040.0,888.0,0.0
2018-01-01 05:45:00,168.0,3057.0,892.0,0.0
2018-01-01 06:00:00,164.0,3073.0,900.0,0.0
2018-01-01 06:15:00,164.0,3045.0,900.0,0.0
2018-01-01 06:30:00,164.0,3033.0,900.0,0.0
2018-01-01 06:45:00,164.0,3022.0,900.0,0.0
2018-01-01 07:00:00,176.0,3027.0,896.0,0.0
2018-01-01 07:15:00,176.0,3093.0,916.0,0.0
2018-01-01 07:30:00,176.0,3160.0,924.0,0.0
2018-01-01 07:45:00,176.0,3246.0,932.0,0.0
2018-01-01 08:00:00,164.0,3351.0,940.0,0.0
2018-01-01 08:15:00,164.0,3469.0,948.0,0.0
2018-01-01 08:30:00,164.0,3589.0,964.0,0.0
2018-01-01 08:45:00,164.0,3695.0,976.0,0.0
2018-01-01 09:00:00,244.0,5223.0,992.0,0.0
2018-01-01 09:15:00,244.0,5681.0,1392.0,0.0
2018-01-01 09:30:00,284.0,5573.0,1488.0,0.0
2018-01-01 09:45:00,284.0,5593.0,1504.0,0.0
2018-01-01 10:00:00,284.0,3915.0,1500.0,0.0
2018-01-01 10:15:00,224.0,3977.0,1136.0,0.0
2018-01-01 10:30:00,224.0,4190.0,1080.0,0.0
2018-01-01 10:45:00,224.0,4275.0,1116.0,0.0
2018-01-01 11:00:00,228.0,4090.0,1124.0,0.0
2018-01-01 11:15:00,228.0,3913.0,1080.0,0.0
2018-01-01 11:30:00,808.0,3365.0,1044.0,0.0
2018-01-01 11:45:00,736.0,3105.0,1504.0,0.0
2018-01-01 12:00:00,292.0,2961.0,1376.0,0.0
2018-01-01 12:15:00,292.0,4681.0,1364.0,0.0
2018-01-01 12:30:00,292.0,3502.0,1712.0,0.0
2018-01-01 12:45:00,292.0,3227.0,1476.0,0.0
2018-01-01 13:00:00,292.0,1979.0,1100.0,0.0
2018-01-01 13:15:00,292.0,1207.0,688.0,0.0
2018-01-01 13:30:00,292.0,1142.0,536.0,0.0
2018-01-01 13:45:00,292.0,1077.0,520.0,0.0
2018-01-01 14:00:00,292.0,1033.0,508.0,0.0
2018-01-01 14:15:00,292.0,1006.0,500.0,0.0
2018-01-01 14:30:00,292.0,920.0,496.0,0.0
2018-01-01 14:45:00,292.0,855.0,480.0,0.0
2018-01-01 15:00:00,324.0,1061.0,468.0,0.0
2018-01-01 15:15:00,324.0,1075.0,548.0,0.0
2018-01-01 15:30:00,324.0,1031.0,548.0,0.0
2018-01-01 15:45:00,268.0,1006.0,540.0,0.0
2018-01-01 16:00:00,236.0,699.0,476.0,0.0
2018-01-01 16:15:00,236.0,522.0,380.0,0.0
2018-01-01 16:30:00,236.0,423.0,348.0,0.0
2018-01-01 16:45:00,236.0,327.0,324.0,0.0
2018-01-01 17:00:00,232.0,287.0,308.0,0.0
2018-01-01 17:15:00,232.0,233.0,296.0,0.0
2018-01-01 17:30:00,296.0,985.0,732.0,0.0
2018-01-01 17:45:00,296.0,1182.0,976.0,0.0
2018-01-01 18:00:00,300.0,1362.0,1028.0,0.0
2018-01-01 18:15:00,236.0,896.0,736.0,0.0
2018-01-01 18:30:00,300.0,573.0,436.0,0.0
2018-01-01 18:45:00,300.0,502.0,436.0,0.0
2018-01-01 19:00:00,252.0,627.0,420.0,0.0
2018-01-01 19:15:00,332.0,656.0,392.0,0.0
2018-01-01 19:30:00,332.0,719.0,480.0,0.0
2018-01-01 19:45:00,332.0,799.0,500.0,0.0
2018-01-01 20:00:00,960.0,756.0,520.0,0.0
2018-01-01 20:15:00,1468.0,727.0,1140.0,0.0
2018-01-01 20:30:00,1060.0,802.0,1636.0,0.0
2018-01-01 20:45:00,808.0,1053.0,1248.0,0.0
2018-01-01 21:00:00,944.0,1255.0,1052.0,0.0
2018-01-01 21:15:00,588.0,1447.0,1228.0,0.0
2018-01-01 21:30:00,532.0,1603.0,916.0,0.0
2018-01-01 21:45:00,1052.0,1441.0,896.0,0.0
2018-01-01 22:00:00,1384.0,3070.0,1828.0,0.0
2018-01-01 22:15:00,1384.0,3305.0,2544.0,0.0
2018-01-01 22:30:00,1096.0,3470.0,2600.0,0.0
2018-01-01 22:45:00,516.0,3265.0,2208.0,0.0
2018-01-01 23:00:00,464.0,2193.0,1260.0,0.0
2018-01-01 23:15:00,464.0,2159.0,960.0,0.0
2018-01-01 23:30:00,464.0,2214.0,956.0,0.0
2018-01-01 23:45:00,464.0,2336.0,976.0,0.0
2018-01-02 00:00:00,404.0,2371.0,1000.0,0.0
2018-01-02 00:15:00,328.0,2440.0,960.0,0.0
2018-01-02 00:30:00,328.0,2510.0,896.0,0.0
2018-01-02 00:45:00,328.0,2545.0,904.0,0.0
2018-01-02 01:00:00,236.0,2652.0,908.0,0.0
2018-01-02 01:15:00,236.0,2739.0,840.0,0.0
2018-01-02 01:30:00,236.0,2771.0,864.0,0.0
