datetime,power[W],heating_demand[W],total_power[W],cooling_demand[W]
2018-01-01 00:00:00,1176.0,0.0,1180.0,0.0
2018-01-01 00:15:00,368.0,0.0,1180.0,0.0
2018-01-01 00:30:00,368.0,0.0,372.0,0.0
2018-01-01 00:45:00,368.0,0.0,372.0,0.0
2018-01-01 01:00:00,344.0,0.0,372.0,0.0
2018-01-01 01:15:00,344.0,0.0,344.0,0.0
2018-01-01 01:30:00,344.0,0.0,344.0,0.0
2018-01-01 01:45:00,344.0,0.0,344.0,0.0
2018-01-01 02:00:00,288.0,0.0,780.0,0.0
2018-01-01 02:15:00,288.0,0.0,736.0,0.0
2018-01-01 02:30:00,288.0,0.0,704.0,0.0
2018-01-01 02:45:00,288.0,0.0,296.0,0.0
2018-01-01 03:00:00,268.0,0.0,296.0,0.0
2018-01-01 03:15:00,268.0,0.0,268.0,0.0
2018-01-01 03:30:00,268.0,0.0,268.0,0.0
2018-01-01 03:45:00,268.0,0.0,268.0,0.0
2018-01-01 04:00:00,252.0,0.0,268.0,0.0
2018-01-01 04:15:00,252.0,0.0,256.0,0.0
2018-01-01 04:30:00,252.0,0.0,256.0,0.0
2018-01-01 04:45:00,252.0,0.0,256.0,0.0
2018-01-01 05:00:00,292.0,1687.0,256.0,0.0
2018-01-01 05:15:00,292.0,2121.0,692.0,0.0
2018-01-01 05:30:00,292.0,2439.0,800.0,0.0
2018-01-01 05:45:00,292.0,2522.0,876.0,0.0
2018-01-01 06:00:00,228.0,1236.0,896.0,0.0
2018-01-01 06:15:00,228.0,1131.0,524.0,0.0
2018-01-01 06:30:00,228.0,1111.0,500.0,0.0
2018-01-01 06:45:00,228.0,1123.0,496.0,0.0
2018-01-01 07:00:00,224.0,1151.0,500.0,0.0
2018-01-01 07:15:00,224.0,1214.0,508.0,0.0
2018-01-01 07:30:00,224.0,1278.0,516.0,0.0
2018-01-01 07:45:00,224.0,1343.0,528.0,0.0
2018-01-01 08:00:00,228.0,1392.0,540.0,0.0
2018-01-01 08:15:00,228.0,1482.0,552.0,0.0
2018-01-01 08:30:00,228.0,1538.0,564.0,0.0
2018-01-01 08:45:00,228.0,1650.0,576.0,0.0
2018-01-01 09:00:00,232.0,1729.0,592.0,0.0
2018-01-01 09:15:00,232.0,1772.0,612.0,0.0
2018-01-01 09:30:00,304.0,1778.0,620.0,0.0
2018-01-01 09:45:00,304.0,1803.0,692.0,0.0
2018-01-01 10:00:00,328.0,1957.0,696.0,0.0
2018-01-01 10:15:00,328.0,1998.0,752.0,0.0
2018-01-01 10:30:00,328.0,2171.0,760.0,0.0
2018-01-01 10:45:00,328.0,2214.0,792.0,0.0
2018-01-01 11:00:00,232.0,2257.0,800.0,0.0
2018-01-01 11:15:00,232.0,2170.0,712.0,0.0
2018-01-01 11:30:00,332.0,1984.0,692.0,0.0
2018-01-01 11:45:00,332.0,1816.0,748.0,0.0
2018-01-01 12:00:00,332.0,3294.0,1168.0,0.0
2018-01-01 12:15:00,332.0,3141.0,1480.0,0.0
2018-01-01 12:30:00,332.0,1652.0,1120.0,0.0
2018-01-01 12:45:00,332.0,1283.0,672.0,0.0
2018-01-01 13:00:00,332.0,1171.0,596.0,0.0
2018-01-01 13:15:00,332.0,1066.0,564.0,0.0
2018-01-01 13:30:00,332.0,1022.0,548.0,0.0
2018-01-01 13:45:00,332.0,958.0,540.0,0.0
2018-01-01 14:00:00,328.0,914.0,528.0,0.0
2018-01-01 14:15:00,328.0,868.0,520.0,0.0
2018-01-01 14:30:00,328.0,783.0,512.0,0.0
2018-01-01 14:45:00,328.0,719.0,496.0,0.0
2018-01-01 15:00:00,340.0,656.0,484.0,0.0
2018-01-01 15:15:00,340.0,595.0,476.0,0.0
2018-01-01 15:30:00,340.0,554.0,468.0,0.0
2018-01-01 15:45:00,340.0,494.0,456.0,0.0
2018-01-01 16:00:00,340.0,434.0,444.0,0.0
2018-01-01 16:15:00,340.0,354.0,432.0,0.0
2018-01-01 16:30:00,340.0,276.0,416.0,0.0
2018-01-01 16:45:00,340.0,182.0,400.0,0.0
2018-01-01 17:00:00,336.0,143.0,384.0,0.0
2018-01-01 17:15:00,336.0,90.0,372.0,0.0
2018-01-01 17:30:00,336.0,107.0,360.0,0.0
2018-01-01 17:45:00,436.0,914.0,812.0,0.0
2018-01-01 18:00:00,448.0,1039.0,1096.0,0.0
2018-01-01 18:15:00,448.0,967.0,1144.0,0.0
2018-01-01 18:30:00,340.0,358.0,768.0,0.0
2018-01-01 18:45:00,340.0,18.0,424.0,0.0
2018-01-01 19:00:00,380.0,0.0,352.0,0.0
2018-01-01 19:15:00,380.0,35.0,376.0,0.0
2018-01-01 19:30:00,488.0,140.0,384.0,0.0
2018-01-01 19:45:00,928.0,139.0,520.0,0.0
2018-01-01 20:00:00,976.0,0.0,960.0,0.0
2018-01-01 20:15:00,976.0,0.0,976.0,0.0
2018-01-01 20:30:00,976.0,0.0,976.0,0.0
2018-01-01 20:45:00,976.0,0.0,976.0,0.0
2018-01-01 21:00:00,1008.0,0.0,976.0,0.0
2018-01-01 21:15:00,608.0,0.0,1444.0,0.0
2018-01-01 21:30:00,460.0,0.0,1052.0,0.0
2018-01-01 21:45:00,460.0,0.0,904.0,0.0
2018-01-01 22:00:00,452.0,0.0,464.0,0.0
2018-01-01 22:15:00,452.0,0.0,452.0,0.0
2018-01-01 22:30:00,452.0,0.0,452.0,0.0
2018-01-01 22:45:00,452.0,0.0,452.0,0.0
2018-01-01 23:00:00,416.0,0.0,452.0,0.0
2018-01-01 23:15:00,416.0,0.0,420.0,0.0
2018-01-01 23:30:00,416.0,0.0,420.0,0.0
2018-01-01 23:45:00,416.0,0.0,420.0,0.0
2018-01-02 00:00:00,380.0,0.0,420.0,0.0
2018-01-02 00:15:00,2732.0,0.0,384.0,0.0
2018-01-02 00:30:00,2672.0,0.0,2736.0,0.0
2018-01-02 00:45:00,984.0,0.0,2676.0,0.0
2018-01-02 01:00:00,352.0,0.0,988.0,0.0
