id,year,area[m2],g_value[1],orientation[degree],tilt[degree],shading[1]
382272,1958,17.173684362240003,0.75,180.0,90.0,0.75
382272,1958,17.173684362240003,0.75,270.0,90.0,0.75
382272,1969,15.157309814352,0.75,0.0,90.0,0.75
382272,1969,15.157309814352,0.75,90.0,90.0,0.75
382272,1969,15.157309814352,0.75,180.0,90.0,0.75
382272,1969,15.157309814352,0.75,270.0,90.0,0.75
382272,1979,9.58352922,0.75,0.0,90.0,0.75
382272,1979,9.58352922,0.75,90.0,90.0,0.75
382272,1979,9.58352922,0.75,180.0,90.0,0.75
382272,1979,9.58352922,0.75,270.0,90.0,0.75
382272,1984,15.180310284480003,0.75,0.0,90.0,0.75
382272,1984,15.180310284480003,0.75,90.0,90.0,0.75
382272,1984,15.180310284480003,0.75,180.0,90.0,0.75
382272,1984,15.180310284480003,0.75,270.0,90.0,0.75
382272,1995,20.39375018016,0.6,0.0,90.0,0.6
382272,1995,20.39375018016,0.6,90.0,90.0,0.6
382272,1995,20.39375018016,0.6,180.0,90.0,0.6
382272,1995,20.39375018016,0.6,270.0,90.0,0.6
382272,2002,14.758634998800002,0.6,0.0,90.0,0.6
382272,2002,14.758634998800002,0.6,90.0,90.0,0.6
382272,2002,14.758634998800002,0.6,180.0,90.0,0.6
382272,2002,14.758634998800002,0.6,270.0,90.0,0.6
382272,2009,14.758634998800002,0.6,0.0,90.0,0.6
382272,2009,14.758634998800002,0.6,90.0,90.0,0.6
382272,2009,14.758634998800002,0.6,180.0,90.0,0.6
382272,2009,14.758634998800002,0.6,270.0,90.0,0.6
389898,1918,7.934662840320001,0.75,0.0,90.0,0.75
389898,1918,7.934662840320001,0.75,90.0,90.0,0.75
389898,1918,7.934662840320001,0.75,180.0,90.0,0.75
389898,1918,7.934662840320001,0.75,270.0,90.0,0.75
389898,1919,8.74329090048,0.75,0.0,90.0,0.75
389898,1919,8.74329090048,0.75,90.0,90.0,0.75
389898,1919,8.74329090048,0.75,180.0,90.0,0.75
389898,1919,8.74329090048,0.75,270.0,90.0,0.75
389898,1949,8.38951612416,0.75,0.0,90.0,0.75
389898,1949,8.38951612416,0.75,90.0,90.0,0.75
389898,1949,8.38951612416,0.75,180.0,90.0,0.75
389898,1949,8.38951612416,0.75,270.0,90.0,0.75
389898,1958,11.320792842240001,0.75,0.0,90.0,0.75
389898,1958,11.320792842240001,0.75,90.0,90.0,0.75
389898,1958,11.320792842240001,0.75,180.0,90.0,0.75
389898,1958,11.320792842240001,0.75,270.0,90.0,0.75
389898,1969,9.991610468352,0.75,0.0,90.0,0.75
389898,1969,9.991610468352,0.75,90.0,90.0,0.75
389898,1969,9.991610468352,0.75,180.0,90.0,0.75
389898,1969,9.991610468352,0.75,270.0,90.0,0.75
389898,1979,6.31740672,0.75,0.0,90.0,0.75
389898,1979,6.31740672,0.75,90.0,90.0,0.75
389898,1979,6.31740672,0.75,180.0,90.0,0.75
389898,1979,6.31740672,0.75,270.0,90.0,0.75
389898,1984,10.00677224448,0.75,0.0,90.0,0.75
389898,1984,10.00677224448,0.75,90.0,90.0,0.75
389898,1984,10.00677224448,0.75,180.0,90.0,0.75
389898,1984,10.00677224448,0.75,270.0,90.0,0.75
389898,1995,13.44344150016,0.6,0.0,90.0,0.6
389898,1995,13.44344150016,0.6,90.0,90.0,0.6
389898,1995,13.44344150016,0.6,180.0,90.0,0.6
389898,1995,13.44344150016,0.6,270.0,90.0,0.6
389898,2002,9.728806348800001,0.6,0.0,90.0,0.6
389898,2002,9.728806348800001,0.6,90.0,90.0,0.6
389898,2002,9.728806348800001,0.6,180.0,90.0,0.6
389898,2002,9.728806348800001,0.6,270.0,90.0,0.6
389898,2009,9.728806348800001,0.6,0.0,90.0,0.6
389898,2009,9.728806348800001,0.6,90.0,90.0,0.6
389898,2009,9.728806348800001,0.6,180.0,90.0,0.6
389898,2009,9.728806348800001,0.6,270.0,90.0,0.6
403915,1918,6.162490900800001,0.75,0.0,90.0,0.75
403915,1918,6.162490900800001,0.75,90.0,90.0,0.75
403915,1918,6.162490900800001,0.75,180.0,90.0,0.75
403915,1918,6.162490900800001,0.75,270.0,90.0,0.75
403915,1919,6.7905154512,0.75,0.0,90.0,0.75
403915,1919,6.7905154512,0.75,90.0,90.0,0.75
403915,1919,6.7905154512,0.75,180.0,90.0,0.75
403915,1919,6.7905154512,0.75,270.0,90.0,0.75
403915,1949,6.515754710400001,0.75,0.0,90.0,0.75
403915,1949,6.515754710400001,0.75,90.0,90.0,0.75
403915,1949,6.515754710400001,0.75,180.0,90.0,0.75
403915,1949,6.515754710400001,0.75,270.0,90.0,0.75
403915,1958,8.7923437056,0.75,0.0,90.0,0.75
403915,1958,8.7923437056,0.75,90.0,90.0,0.75
403915,1958,8.7923437056,0.75,180.0,90.0,0.75
403915,1958,8.7923437056,0.75,270.0,90.0,0.75
403915,1969,7.76002835088,0.75,0.0,90.0,0.75
403915,1969,7.76002835088,0.75,90.0,90.0,0.75
403915,1969,7.76002835088,0.75,180.0,90.0,0.75
403915,1969,7.76002835088,0.75,270.0,90.0,0.75
403915,1979,4.9064418000000005,0.75,0.0,90.0,0.75
403915,1979,4.9064418000000005,0.75,90.0,90.0,0.75
403915,1979,4.9064418000000005,0.75,180.0,90.0,0.75
403915,1979,4.9064418000000005,0.75,270.0,90.0,0.75
403915,1984,7.771803811200002,0.75,0.0,90.0,0.75
403915,1984,7.771803811200002,0.75,90.0,90.0,0.75
403915,1984,7.771803811200002,0.75,180.0,90.0,0.75
403915,1984,7.771803811200002,0.75,270.0,90.0,0.75
403915,1995,10.440908150400002,0.6,0.0,90.0,0.6
403915,1995,10.440908150400002,0.6,90.0,90.0,0.6
403915,1995,10.440908150400002,0.6,180.0,90.0,0.6
403915,1995,10.440908150400002,0.6,270.0,90.0,0.6
403915,2002,7.555920372000001,0.6,0.0,90.0,0.6
403915,2002,7.555920372000001,0.6,90.0,90.0,0.6
403915,2002,7.555920372000001,0.6,180.0,90.0,0.6
403915,2002,7.555920372000001,0.6,270.0,90.0,0.6
403915,2009,7.555920372000001,0.6,0.0,90.0,0.6
403915,2009,7.555920372000001,0.6,90.0,90.0,0.6
403915,2009,7.555920372000001,0.6,180.0,90.0,0.6
403915,2009,7.555920372000001,0.6,270.0,90.0,0.6
410163,1918,7.934662840320001,0.75,0.0,90.0,0.75
410163,1918,7.934662840320001,0.75,90.0,90.0,0.75
410163,1918,7.934662840320001,0.75,180.0,90.0,0.75
410163,1918,7.934662840320001,0.75,270.0,90.0,0.75
410163,1919,8.74329090048,0.75,0.0,90.0,0.75
410163,1919,8.74329090048,0.75,90.0,90.0,0.75
410163,1919,8.74329090048,0.75,180.0,90.0,0.75
410163,1919,8.74329090048,0.75,270.0,90.0,0.75
410163,1949,8.38951612416,0.75,0.0,90.0,0.75
410163,1949,8.38951612416,0.75,90.0,90.0,0.75
410163,1949,8.38951612416,0.75,180.0,90.0,0.75
410163,1949,8.38951612416,0.75,270.0,90.0,0.75
410163,1958,11.320792842240001,0.75,0.0,90.0,0.75
410163,1958,11.320792842240001,0.75,90.0,90.0,0.75
410163,1958,11.320792842240001,0.75,180.0,90.0,0.75
410163,1958,11.320792842240001,0.75,270.0,90.0,0.75
410163,1969,9.991610468352,0.75,0.0,90.0,0.75
410163,1969,9.991610468352,0.75,90.0,90.0,0.75
410163,1969,9.991610468352,0.75,180.0,90.0,0.75
410163,1969,9.991610468352,0.75,270.0,90.0,0.75
410163,1979,6.31740672,0.75,0.0,90.0,0.75
410163,1979,6.31740672,0.75,90.0,90.0,0.75
410163,1979,6.31740672,0.75,180.0,90.0,0.75
410163,1979,6.31740672,0.75,270.0,90.0,0.75
410163,1984,10.00677224448,0.75,0.0,90.0,0.75
410163,1984,10.00677224448,0.75,90.0,90.0,0.75
410163,1984,10.00677224448,0.75,180.0,90.0,0.75
410163,1984,10.00677224448,0.75,270.0,90.0,0.75
410163,1995,13.44344150016,0.6,0.0,90.0,0.6
410163,1995,13.44344150016,0.6,90.0,90.0,0.6
410163,1995,13.44344150016,0.6,180.0,90.0,0.6
410163,1995,13.44344150016,0.6,270.0,90.0,0.6
410163,2002,9.728806348800001,0.6,0.0,90.0,0.6
410163,2002,9.728806348800001,0.6,90.0,90.0,0.6
410163,2002,9.728806348800001,0.6,180.0,90.0,0.6
410163,2002,9.728806348800001,0.6,270.0,90.0,0.6
410163,2009,9.728806348800001,0.6,0.0,90.0,0.6
410163,2009,9.728806348800001,0.6,90.0,90.0,0.6
410163,2009,9.728806348800001,0.6,180.0,90.0,0.6
410163,2009,9.728806348800001,0.6,270.0,90.0,0.6
412181,1918,6.162490900800001,0.75,0.0,90.0,0.75
412181,1918,6.162490900800001,0.75,90.0,90.0,0.75
412181,1918,6.162490900800001,0.75,180.0,90.0,0.75
412181,1918,6.162490900800001,0.75,270.0,90.0,0.75
412181,1919,6.7905154512,0.75,0.0,90.0,0.75
412181,1919,6.7905154512,0.75,90.0,90.0,0.75
412181,1919,6.7905154512,0.75,180.0,90.0,0.75
412181,1919,6.7905154512,0.75,270.0,90.0,0.75
412181,1949,6.515754710400001,0.75,0.0,90.0,0.75
412181,1949,6.515754710400001,0.75,90.0,90.0,0.75
412181,1949,6.515754710400001,0.75,180.0,90.0,0.75
412181,1949,6.515754710400001,0.75,270.0,90.0,0.75
412181,1958,8.7923437056,0.75,0.0,90.0,0.75
412181,1958,8.7923437056,0.75,90.0,90.0,0.75
412181,1958,8.7923437056,0.75,180.0,90.0,0.75
412181,1958,8.7923437056,0.75,270.0,90.0,0.75
412181,1969,7.76002835088,0.75,0.0,90.0,0.75
412181,1969,7.76002835088,0.75,90.0,90.0,0.75
412181,1969,7.76002835088,0.75,180.0,90.0,0.75
412181,1969,7.76002835088,0.75,270.0,90.0,0.75
412181,1979,4.9064418000000005,0.75,0.0,90.0,0.75
412181,1979,4.9064418000000005,0.75,90.0,90.0,0.75
412181,1979,4.9064418000000005,0.75,180.0,90.0,0.75
412181,1979,4.9064418000000005,0.75,270.0,90.0,0.75
412181,1984,7.771803811200002,0.75,0.0,90.0,0.75
412181,1984,7.771803811200002,0.75,90.0,90.0,0.75
412181,1984,7.771803811200002,0.75,180.0,90.0,0.75
412181,1984,7.771803811200002,0.75,270.0,90.0,0.75
412181,1995,10.440908150400002,0.6,0.0,90.0,0.6
412181,1995,10.440908150400002,0.6,90.0,90.0,0.6
412181,1995,10.440908150400002,0.6,180.0,90.0,0.6
412181,1995,10.440908150400002,0.6,270.0,90.0,0.6
412181,2002,7.555920372000001,0.6,0.0,90.0,0.6
412181,2002,7.555920372000001,0.6,90.0,90.0,0.6
412181,2002,7.555920372000001,0.6,180.0,90.0,0.6
412181,2002,7.555920372000001,0.6,270.0,90.0,0.6
412181,2009,7.555920372000001,0.6,0.0,90.0,0.6
412181,2009,7.555920372000001,0.6,90.0,90.0,0.6
412181,2009,7.555920372000001,0.6,180.0,90.0,0.6
412181,2009,7.555920372000001,0.6,270.0,90.0,0.6
426342,1918,7.934662840320001,0.75,0.0,90.0,0.75
426342,1918,7.934662840320001,0.75,90.0,90.0,0.75
426342,1918,7.934662840320001,0.75,180.0,90.0,0.75
426342,1918,7.934662840320001,0.75,270.0,90.0,0.75
426342,1919,8.74329090048,0.75,0.0,90.0,0.75
426342,1919,8.74329090048,0.75,90.0,90.0,0.75
426342,1919,8.74329090048,0.75,180.0,90.0,0.75
426342,1919,8.74329090048,0.75,270.0,90.0,0.75
426342,1949,8.38951612416,0.75,0.0,90.0,0.75
426342,1949,8.38951612416,0.75,90.0,90.0,0.75
426342,1949,8.38951612416,0.75,180.0,90.0,0.75
426342,1949,8.38951612416,0.75,270.0,90.0,0.75
426342,1958,11.320792842240001,0.75,0.0,90.0,0.75
426342,1958,11.320792842240001,0.75,90.0,90.0,0.75
426342,1958,11.320792842240001,0.75,180.0,90.0,0.75
426342,1958,11.320792842240001,0.75,270.0,90.0,0.75
426342,1969,9.991610468352,0.75,0.0,90.0,0.75
426342,1969,9.991610468352,0.75,90.0,90.0,0.75
426342,1969,9.991610468352,0.75,180.0,90.0,0.75
426342,1969,9.991610468352,0.75,270.0,90.0,0.75
426342,1979,6.31740672,0.75,0.0,90.0,0.75
426342,1979,6.31740672,0.75,90.0,90.0,0.75
426342,1979,6.31740672,0.75,180.0,90.0,0.75
426342,1979,6.31740672,0.75,270.0,90.0,0.75
426342,1984,10.00677224448,0.75,0.0,90.0,0.75
426342,1984,10.00677224448,0.75,90.0,90.0,0.75
426342,1984,10.00677224448,0.75,180.0,90.0,0.75
426342,1984,10.00677224448,0.75,270.0,90.0,0.75
426342,1995,13.44344150016,0.6,0.0,90.0,0.6
426342,1995,13.44344150016,0.6,90.0,90.0,0.6
426342,1995,13.44344150016,0.6,180.0,90.0,0.6
426342,1995,13.44344150016,0.6,270.0,90.0,0.6
426342,2002,9.728806348800001,0.6,0.0,90.0,0.6
426342,2002,9.728806348800001,0.6,90.0,90.0,0.6
426342,2002,9.728806348800001,0.6,180.0,90.0,0.6
426342,2002,9.728806348800001,0.6,270.0,90.0,0.6
426342,2009,9.728806348800001,0.6,0.0,90.0,0.6
426342,2009,9.728806348800001,0.6,90.0,90.0,0.6
426342,2009,9.728806348800001,0.6,180.0,90.0,0.6
426342,2009,9.728806348800001,0.6,270.0,90.0,0.6
430004,1918,6.162490900800001,0.75,0.0,90.0,0.75
430004,1918,6.162490900800001,0.75,90.0,90.0,0.75
430004,1918,6.162490900800001,0.75,180.0,90.0,0.75
430004,1918,6.162490900800001,0.75,270.0,90.0,0.75
430004,1919,6.7905154512,0.75,0.0,90.0,0.75
430004,1919,6.7905154512,0.75,90.0,90.0,0.75
430004,1919,6.7905154512,0.75,180.0,90.0,0.75
430004,1919,6.7905154512,0.75,270.0,90.0,0.75
430004,1949,6.515754710400001,0.75,0.0,90.0,0.75
430004,1949,6.515754710400001,0.75,90.0,90.0,0.75
430004,1949,6.515754710400001,0.75,180.0,90.0,0.75
430004,1949,6.515754710400001,0.75,270.0,90.0,0.75
430004,1958,8.7923437056,0.75,0.0,90.0,0.75
430004,1958,8.7923437056,0.75,90.0,90.0,0.75
430004,1958,8.7923437056,0.75,180.0,90.0,0.75
430004,1958,8.7923437056,0.75,270.0,90.0,0.75
430004,1969,7.76002835088,0.75,0.0,90.0,0.75
430004,1969,7.76002835088,0.75,90.0,90.0,0.75
430004,1969,7.76002835088,0.75,180.0,90.0,0.75
430004,1969,7.76002835088,0.75,270.0,90.0,0.75
430004,1979,4.9064418000000005,0.75,0.0,90.0,0.75
430004,1979,4.9064418000000005,0.75,90.0,90.0,0.75
430004,1979,4.9064418000000005,0.75,180.0,90.0,0.75
430004,1979,4.9064418000000005,0.75,270.0,90.0,0.75
430004,1984,7.771803811200002,0.75,0.0,90.0,0.75
430004,1984,7.771803811200002,0.75,90.0,90.0,0.75
430004,1984,7.771803811200002,0.75,180.0,90.0,0.75
430004,1984,7.771803811200002,0.75,270.0,90.0,0.75
430004,1995,10.440908150400002,0.6,0.0,90.0,0.6
430004,1995,10.440908150400002,0.6,90.0,90.0,0.6
430004,1995,10.440908150400002,0.6,180.0,90.0,0.6
430004,1995,10.440908150400002,0.6,270.0,90.0,0.6
430004,2002,7.555920372000001,0.6,0.0,90.0,0.6
430004,2002,7.555920372000001,0.6,90.0,90.0,0.6
430004,2002,7.555920372000001,0.6,180.0,90.0,0.6
430004,2002,7.555920372000001,0.6,270.0,90.0,0.6
430004,2009,7.555920372000001,0.6,0.0,90.0,0.6
430004,2009,7.555920372000001,0.6,90.0,90.0,0.6
430004,2009,7.555920372000001,0.6,180.0,90.0,0.6
430004,2009,7.555920372000001,0.6,270.0,90.0,0.6
462872,1918,4.4486620704,0.75,0.0,90.0,0.75
462872,1918,4.4486620704,0.75,90.0,90.0,0.75
462872,1918,4.4486620704,0.75,180.0,90.0,0.75
462872,1918,4.4486620704,0.75,270.0,90.0,0.75
462872,1919,4.9020289056,0.75,0.0,90.0,0.75
462872,1919,4.9020289056,0.75,90.0,90.0,0.75
462872,1919,4.9020289056,0.75,180.0,90.0,0.75
462872,1919,4.9020289056,0.75,270.0,90.0,0.75
462872,1949,4.7036809152000005,0.75,0.0,90.0,0.75
462872,1949,4.7036809152000005,0.75,90.0,90.0,0.75
462872,1949,4.7036809152000005,0.75,180.0,90.0,0.75
462872,1949,4.7036809152000005,0.75,270.0,90.0,0.75
462872,1958,6.3471356928,0.75,0.0,90.0,0.75
462872,1958,6.3471356928,0.75,90.0,90.0,0.75
462872,1958,6.3471356928,0.75,180.0,90.0,0.75
462872,1958,6.3471356928,0.75,270.0,90.0,0.75
462872,1969,5.60191395744,0.75,0.0,90.0,0.75
462872,1969,5.60191395744,0.75,90.0,90.0,0.75
462872,1969,5.60191395744,0.75,180.0,90.0,0.75
462872,1969,5.60191395744,0.75,270.0,90.0,0.75
462872,1979,3.5419284,0.75,0.0,90.0,0.75
462872,1979,3.5419284,0.75,90.0,90.0,0.75
462872,1979,3.5419284,0.75,180.0,90.0,0.75
462872,1979,3.5419284,0.75,270.0,90.0,0.75
462872,1984,5.610414585600001,0.75,0.0,90.0,0.75
462872,1984,5.610414585600001,0.75,90.0,90.0,0.75
462872,1984,5.610414585600001,0.75,180.0,90.0,0.75
462872,1984,5.610414585600001,0.75,270.0,90.0,0.75
462872,1995,7.537223635200001,0.6,0.0,90.0,0.6
462872,1995,7.537223635200001,0.6,90.0,90.0,0.6
462872,1995,7.537223635200001,0.6,180.0,90.0,0.6
462872,1995,7.537223635200001,0.6,270.0,90.0,0.6
462872,2002,5.454569736000001,0.6,0.0,90.0,0.6
462872,2002,5.454569736000001,0.6,90.0,90.0,0.6
462872,2002,5.454569736000001,0.6,180.0,90.0,0.6
462872,2002,5.454569736000001,0.6,270.0,90.0,0.6
462872,2009,5.454569736000001,0.6,0.0,90.0,0.6
462872,2009,5.454569736000001,0.6,90.0,90.0,0.6
462872,2009,5.454569736000001,0.6,180.0,90.0,0.6
462872,2009,5.454569736000001,0.6,270.0,90.0,0.6
466697,1918,4.4486620704,0.75,0.0,90.0,0.75
466697,1918,4.4486620704,0.75,90.0,90.0,0.75
466697,1918,4.4486620704,0.75,180.0,90.0,0.75
466697,1918,4.4486620704,0.75,270.0,90.0,0.75
466697,1919,4.9020289056,0.75,0.0,90.0,0.75
466697,1919,4.9020289056,0.75,90.0,90.0,0.75
466697,1919,4.9020289056,0.75,180.0,90.0,0.75
466697,1919,4.9020289056,0.75,270.0,90.0,0.75
466697,1949,4.7036809152000005,0.75,0.0,90.0,0.75
466697,1949,4.7036809152000005,0.75,90.0,90.0,0.75
466697,1949,4.7036809152000005,0.75,180.0,90.0,0.75
466697,1949,4.7036809152000005,0.75,270.0,90.0,0.75
466697,1958,6.3471356928,0.75,0.0,90.0,0.75
466697,1958,6.3471356928,0.75,90.0,90.0,0.75
466697,1958,6.3471356928,0.75,180.0,90.0,0.75
466697,1958,6.3471356928,0.75,270.0,90.0,0.75
466697,1969,5.60191395744,0.75,0.0,90.0,0.75
466697,1969,5.60191395744,0.75,90.0,90.0,0.75
466697,1969,5.60191395744,0.75,180.0,90.0,0.75
466697,1969,5.60191395744,0.75,270.0,90.0,0.75
466697,1979,3.5419284,0.75,0.0,90.0,0.75
466697,1979,3.5419284,0.75,90.0,90.0,0.75
466697,1979,3.5419284,0.75,180.0,90.0,0.75
466697,1979,3.5419284,0.75,270.0,90.0,0.75
466697,1984,5.610414585600001,0.75,0.0,90.0,0.75
466697,1984,5.610414585600001,0.75,90.0,90.0,0.75
466697,1984,5.610414585600001,0.75,180.0,90.0,0.75
466697,1984,5.610414585600001,0.75,270.0,90.0,0.75
466697,1995,7.537223635200001,0.6,0.0,90.0,0.6
466697,1995,7.537223635200001,0.6,90.0,90.0,0.6
466697,1995,7.537223635200001,0.6,180.0,90.0,0.6
466697,1995,7.537223635200001,0.6,270.0,90.0,0.6
466697,2002,5.454569736000001,0.6,0.0,90.0,0.6
466697,2002,5.454569736000001,0.6,90.0,90.0,0.6
466697,2002,5.454569736000001,0.6,180.0,90.0,0.6
466697,2002,5.454569736000001,0.6,270.0,90.0,0.6
466697,2009,5.454569736000001,0.6,0.0,90.0,0.6
466697,2009,5.454569736000001,0.6,90.0,90.0,0.6
466697,2009,5.454569736000001,0.6,180.0,90.0,0.6
466697,2009,5.454569736000001,0.6,270.0,90.0,0.6
499407,1918,6.162490900800001,0.75,0.0,90.0,0.75
499407,1918,6.162490900800001,0.75,90.0,90.0,0.75
499407,1918,6.162490900800001,0.75,180.0,90.0,0.75
499407,1918,6.162490900800001,0.75,270.0,90.0,0.75
499407,1919,6.7905154512,0.75,0.0,90.0,0.75
499407,1919,6.7905154512,0.75,90.0,90.0,0.75
499407,1919,6.7905154512,0.75,180.0,90.0,0.75
499407,1919,6.7905154512,0.75,270.0,90.0,0.75
499407,1949,6.515754710400001,0.75,0.0,90.0,0.75
499407,1949,6.515754710400001,0.75,90.0,90.0,0.75
499407,1949,6.515754710400001,0.75,180.0,90.0,0.75
499407,1949,6.515754710400001,0.75,270.0,90.0,0.75
499407,1958,8.7923437056,0.75,0.0,90.0,0.75
499407,1958,8.7923437056,0.75,90.0,90.0,0.75
499407,1958,8.7923437056,0.75,180.0,90.0,0.75
499407,1958,8.7923437056,0.75,270.0,90.0,0.75
499407,1969,7.76002835088,0.75,0.0,90.0,0.75
499407,1969,7.76002835088,0.75,90.0,90.0,0.75
499407,1969,7.76002835088,0.75,180.0,90.0,0.75
499407,1969,7.76002835088,0.75,270.0,90.0,0.75
499407,1979,4.9064418000000005,0.75,0.0,90.0,0.75
499407,1979,4.9064418000000005,0.75,90.0,90.0,0.75
499407,1979,4.9064418000000005,0.75,180.0,90.0,0.75
499407,1979,4.9064418000000005,0.75,270.0,90.0,0.75
499407,1984,7.771803811200002,0.75,0.0,90.0,0.75
499407,1984,7.771803811200002,0.75,90.0,90.0,0.75
499407,1984,7.771803811200002,0.75,180.0,90.0,0.75
499407,1984,7.771803811200002,0.75,270.0,90.0,0.75
499407,1995,10.440908150400002,0.6,0.0,90.0,0.6
499407,1995,10.440908150400002,0.6,90.0,90.0,0.6
499407,1995,10.440908150400002,0.6,180.0,90.0,0.6
499407,1995,10.440908150400002,0.6,270.0,90.0,0.6
499407,2002,7.555920372000001,0.6,0.0,90.0,0.6
499407,2002,7.555920372000001,0.6,90.0,90.0,0.6
499407,2002,7.555920372000001,0.6,180.0,90.0,0.6
499407,2002,7.555920372000001,0.6,270.0,90.0,0.6
499407,2009,7.555920372000001,0.6,0.0,90.0,0.6
499407,2009,7.555920372000001,0.6,90.0,90.0,0.6
499407,2009,7.555920372000001,0.6,180.0,90.0,0.6
499407,2009,7.555920372000001,0.6,270.0,90.0,0.6
19605,1918,7.934662840320001,0.75,0.0,90.0,0.75
19605,1918,7.934662840320001,0.75,90.0,90.0,0.75
19605,1918,7.934662840320001,0.75,180.0,90.0,0.75
19605,1918,7.934662840320001,0.75,270.0,90.0,0.75
19605,1919,8.74329090048,0.75,0.0,90.0,0.75
19605,1919,8.74329090048,0.75,90.0,90.0,0.75
19605,1919,8.74329090048,0.75,180.0,90.0,0.75
19605,1919,8.74329090048,0.75,270.0,90.0,0.75
19605,1949,8.38951612416,0.75,0.0,90.0,0.75
19605,1949,8.38951612416,0.75,90.0,90.0,0.75
19605,1949,8.38951612416,0.75,180.0,90.0,0.75
19605,1949,8.38951612416,0.75,270.0,90.0,0.75
19605,1958,11.320792842240001,0.75,0.0,90.0,0.75
19605,1958,11.320792842240001,0.75,90.0,90.0,0.75
19605,1958,11.320792842240001,0.75,180.0,90.0,0.75
19605,1958,11.320792842240001,0.75,270.0,90.0,0.75
19605,1969,9.991610468352,0.75,0.0,90.0,0.75
19605,1969,9.991610468352,0.75,90.0,90.0,0.75
19605,1969,9.991610468352,0.75,180.0,90.0,0.75
19605,1969,9.991610468352,0.75,270.0,90.0,0.75
19605,1979,6.31740672,0.75,0.0,90.0,0.75
19605,1979,6.31740672,0.75,90.0,90.0,0.75
19605,1979,6.31740672,0.75,180.0,90.0,0.75
19605,1979,6.31740672,0.75,270.0,90.0,0.75
19605,1984,10.00677224448,0.75,0.0,90.0,0.75
19605,1984,10.00677224448,0.75,90.0,90.0,0.75
19605,1984,10.00677224448,0.75,180.0,90.0,0.75
19605,1984,10.00677224448,0.75,270.0,90.0,0.75
19605,1995,13.44344150016,0.6,0.0,90.0,0.6
19605,1995,13.44344150016,0.6,90.0,90.0,0.6
19605,1995,13.44344150016,0.6,180.0,90.0,0.6
19605,1995,13.44344150016,0.6,270.0,90.0,0.6
19605,2002,9.728806348800001,0.6,0.0,90.0,0.6
19605,2002,9.728806348800001,0.6,90.0,90.0,0.6
19605,2002,9.728806348800001,0.6,180.0,90.0,0.6
19605,2002,9.728806348800001,0.6,270.0,90.0,0.6
19605,2009,9.728806348800001,0.6,0.0,90.0,0.6
19605,2009,9.728806348800001,0.6,90.0,90.0,0.6
19605,2009,9.728806348800001,0.6,180.0,90.0,0.6
19605,2009,9.728806348800001,0.6,270.0,90.0,0.6
24147,1918,4.4486620704,0.75,0.0,90.0,0.75
24147,1918,4.4486620704,0.75,90.0,90.0,0.75
24147,1918,4.4486620704,0.75,180.0,90.0,0.75
24147,1918,4.4486620704,0.75,270.0,90.0,0.75
24147,1919,4.9020289056,0.75,0.0,90.0,0.75
24147,1919,4.9020289056,0.75,90.0,90.0,0.75
24147,1919,4.9020289056,0.75,180.0,90.0,0.75
24147,1919,4.9020289056,0.75,270.0,90.0,0.75
24147,1949,4.7036809152000005,0.75,0.0,90.0,0.75
24147,1949,4.7036809152000005,0.75,90.0,90.0,0.75
24147,1949,4.7036809152000005,0.75,180.0,90.0,0.75
24147,1949,4.7036809152000005,0.75,270.0,90.0,0.75
24147,1958,6.3471356928,0.75,0.0,90.0,0.75
24147,1958,6.3471356928,0.75,90.0,90.0,0.75
24147,1958,6.3471356928,0.75,180.0,90.0,0.75
24147,1958,6.3471356928,0.75,270.0,90.0,0.75
24147,1969,5.60191395744,0.75,0.0,90.0,0.75
24147,1969,5.60191395744,0.75,90.0,90.0,0.75
24147,1969,5.60191395744,0.75,180.0,90.0,0.75
24147,1969,5.60191395744,0.75,270.0,90.0,0.75
24147,1979,3.5419284,0.75,0.0,90.0,0.75
24147,1979,3.5419284,0.75,90.0,90.0,0.75
24147,1979,3.5419284,0.75,180.0,90.0,0.75
24147,1979,3.5419284,0.75,270.0,90.0,0.75
24147,1984,5.610414585600001,0.75,0.0,90.0,0.75
24147,1984,5.610414585600001,0.75,90.0,90.0,0.75
24147,1984,5.610414585600001,0.75,180.0,90.0,0.75
24147,1984,5.610414585600001,0.75,270.0,90.0,0.75
24147,1995,7.537223635200001,0.6,0.0,90.0,0.6
24147,1995,7.537223635200001,0.6,90.0,90.0,0.6
24147,1995,7.537223635200001,0.6,180.0,90.0,0.6
24147,1995,7.537223635200001,0.6,270.0,90.0,0.6
24147,2002,5.454569736000001,0.6,0.0,90.0,0.6
24147,2002,5.454569736000001,0.6,90.0,90.0,0.6
24147,2002,5.454569736000001,0.6,180.0,90.0,0.6
24147,2002,5.454569736000001,0.6,270.0,90.0,0.6
24147,2009,5.454569736000001,0.6,0.0,90.0,0.6
24147,2009,5.454569736000001,0.6,90.0,90.0,0.6
24147,2009,5.454569736000001,0.6,180.0,90.0,0.6
24147,2009,5.454569736000001,0.6,270.0,90.0,0.6
45189,1918,12.03691270032,0.75,0.0,90.0,0.75
45189,1918,12.03691270032,0.75,90.0,90.0,0.75
45189,1918,12.03691270032,0.75,180.0,90.0,0.75
45189,1918,12.03691270032,0.75,270.0,90.0,0.75
45189,1919,13.26360444048,0.75,0.0,90.0,0.75
45189,1919,13.26360444048,0.75,90.0,90.0,0.75
45189,1919,13.26360444048,0.75,180.0,90.0,0.75
