datetime,power[W],heating_demand[W],total_power[W],cooling_demand[W]
2018-01-01 00:00:00,3164.0,326.0,3612.0,0.0
2018-01-01 00:15:00,3164.0,631.0,3612.0,0.0
2018-01-01 00:30:00,2644.0,491.0,7768.0,0.0
2018-01-01 00:45:00,1396.0,0.0,7260.0,0.0
2018-01-01 01:00:00,1172.0,0.0,2652.0,0.0
2018-01-01 01:15:00,1172.0,885.0,1532.0,0.0
2018-01-01 01:30:00,1016.0,1036.0,1760.0,0.0
2018-01-01 01:45:00,1016.0,1153.0,1656.0,0.0
2018-01-01 02:00:00,908.0,1169.0,1692.0,0.0
2018-01-01 02:15:00,908.0,1290.0,1596.0,0.0
2018-01-01 02:30:00,908.0,1311.0,1636.0,0.0
2018-01-01 02:45:00,856.0,1467.0,1648.0,0.0
2018-01-01 03:00:00,852.0,0.0,1636.0,0.0
2018-01-01 03:15:00,852.0,0.0,856.0,0.0
2018-01-01 03:30:00,852.0,0.0,856.0,0.0
2018-01-01 03:45:00,852.0,0.0,856.0,0.0
2018-01-01 04:00:00,896.0,0.0,856.0,0.0
2018-01-01 04:15:00,896.0,50.0,904.0,0.0
2018-01-01 04:30:00,896.0,134.0,912.0,0.0
2018-01-01 04:45:00,896.0,134.0,936.0,0.0
2018-01-01 05:00:00,848.0,0.0,932.0,0.0
2018-01-01 05:15:00,848.0,0.0,852.0,0.0
2018-01-01 05:30:00,848.0,33.0,852.0,0.0
2018-01-01 05:45:00,848.0,67.0,856.0,0.0
2018-01-01 06:00:00,900.0,67.0,868.0,0.0
2018-01-01 06:15:00,900.0,166.0,928.0,0.0
2018-01-01 06:30:00,900.0,182.0,948.0,0.0
2018-01-01 06:45:00,1016.0,99.0,952.0,0.0
2018-01-01 07:00:00,1880.0,0.0,1052.0,0.0
2018-01-01 07:15:00,1820.0,0.0,1880.0,0.0
2018-01-01 07:30:00,1000.0,67.0,1820.0,0.0
2018-01-01 07:45:00,1000.0,255.0,1016.0,0.0
2018-01-01 08:00:00,1136.0,255.0,1064.0,0.0
2018-01-01 08:15:00,1136.0,2231.0,2676.0,0.0
2018-01-01 08:30:00,1208.0,3094.0,1648.0,0.0
2018-01-01 08:45:00,1208.0,2924.0,1912.0,0.0
2018-01-01 09:00:00,1428.0,5078.0,2312.0,0.0
2018-01-01 09:15:00,2192.0,3416.0,3000.0,0.0
2018-01-01 09:30:00,2132.0,3465.0,3408.0,0.0
2018-01-01 09:45:00,1252.0,4213.0,3352.0,0.0
2018-01-01 10:00:00,1228.0,0.0,2612.0,0.0
2018-01-01 10:15:00,1252.0,1512.0,1660.0,0.0
2018-01-01 10:30:00,940.0,1019.0,1988.0,0.0
2018-01-01 10:45:00,940.0,897.0,1560.0,0.0
2018-01-01 11:00:00,1968.0,772.0,1536.0,0.0
2018-01-01 11:15:00,2684.0,465.0,2544.0,0.0
2018-01-01 11:30:00,2684.0,408.0,3200.0,0.0
2018-01-01 11:45:00,2684.0,312.0,3204.0,0.0
2018-01-01 12:00:00,2272.0,725.0,3200.0,0.0
2018-01-01 12:15:00,1120.0,948.0,2872.0,0.0
2018-01-01 12:30:00,1120.0,836.0,1780.0,0.0
2018-01-01 12:45:00,1120.0,822.0,1764.0,0.0
2018-01-01 13:00:00,1056.0,545.0,1760.0,0.0
2018-01-01 13:15:00,1056.0,503.0,1640.0,0.0
2018-01-01 13:30:00,1056.0,641.0,1624.0,0.0
2018-01-01 13:45:00,1056.0,519.0,1624.0,0.0
2018-01-01 14:00:00,1060.0,477.0,1588.0,0.0
2018-01-01 14:15:00,1060.0,454.0,1592.0,0.0
