,bldg_id,filename,in.geometry_floor_area,in.sqft,in.geometry_stories,in.geometry_wall_type,in.geometry_wall_exterior_finish,in.geometry_foundation_type,in.geometry_attic_type,in.door_area,in.doors,in.window_areas,in.windows,in.eaves,in.orientation,in.insulation_ceiling,in.insulation_wall,in.insulation_floor,in.insulation_foundation_wall,in.insulation_rim_joist,in.insulation_roof,in.insulation_slab,in.hvac_heating_type_and_fuel,in.hvac_heating_efficiency,in.hvac_cooling_type,in.hvac_cooling_efficiency,in.hvac_has_ducts,in.hvac_secondary_heating_type_and_fuel,in.heating_setpoint,in.cooling_setpoint,in.heating_setpoint_offset_period,in.cooling_setpoint_offset_period,in.heating_setpoint_has_offset,in.cooling_setpoint_has_offset,in.heating_setpoint_offset_magnitude,in.cooling_setpoint_offset_magnitude,in.infiltration,in.mechanical_ventilation,in.natural_ventilation,in.bathroom_spot_vent_hour,in.range_spot_vent_hour,in.occupants,in.ceiling_fan,in.lighting_interior_use,in.cooking_range,in.clothes_dryer,in.clothes_washer,in.ashrae_iecc_climate_zone_2004,in.city,in.state,in.weather_file_city,in.weather_file_latitude,in.weather_file_longitude,year,resistance[K W-1],capacitance[J K-1]
116,175225,G2700270_very_cold.csv,1500-1999,1690.0,2,Wood Frame,"Stucco, Light",Vented Crawlspace,Vented Attic,20 ft^2,Fiberglass,F9 B9 L9 R9,"Double, Low-E, Non-metal, Air, M-Gain",2 ft,Southeast,R-13,"Wood Stud, Uninsulated",Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",,Fuel Oil Fuel Furnace,"Fuel Furnace, 80% AFUE",Central AC,"AC, SEER 13",Yes,,68F,72F,,Day Setup -1h,No,Yes,0F,2F,15 ACH50,,"Cooling Season, 7 days/wk",Hour19,Hour18,4,,100% Usage,"Gas, 100% Usage","Electric, 100% Usage","EnergyStar, 100% Usage",7A,"MN, Moorhead",MN,Fargo Hector Field,46.93,-96.81,1984,0.001419671047406447,120809531.39751041
117,175225,G2700270_very_cold.csv,1500-1999,1690.0,2,Wood Frame,"Stucco, Light",Vented Crawlspace,Vented Attic,20 ft^2,Fiberglass,F9 B9 L9 R9,"Double, Low-E, Non-metal, Air, M-Gain",2 ft,Southeast,R-13,"Wood Stud, Uninsulated",Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",,Fuel Oil Fuel Furnace,"Fuel Furnace, 80% AFUE",Central AC,"AC, SEER 13",Yes,,68F,72F,,Day Setup -1h,No,Yes,0F,2F,15 ACH50,,"Cooling Season, 7 days/wk",Hour19,Hour18,4,,100% Usage,"Gas, 100% Usage","Electric, 100% Usage","EnergyStar, 100% Usage",7A,"MN, Moorhead",MN,Fargo Hector Field,46.93,-96.81,1995,0.002632142458073303,181784316.34358928
118,175225,G2700270_very_cold.csv,1500-1999,1690.0,2,Wood Frame,"Stucco, Light",Vented Crawlspace,Vented Attic,20 ft^2,Fiberglass,F9 B9 L9 R9,"Double, Low-E, Non-metal, Air, M-Gain",2 ft,Southeast,R-13,"Wood Stud, Uninsulated",Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",,Fuel Oil Fuel Furnace,"Fuel Furnace, 80% AFUE",Central AC,"AC, SEER 13",Yes,,68F,72F,,Day Setup -1h,No,Yes,0F,2F,15 ACH50,,"Cooling Season, 7 days/wk",Hour19,Hour18,4,,100% Usage,"Gas, 100% Usage","Electric, 100% Usage","EnergyStar, 100% Usage",7A,"MN, Moorhead",MN,Fargo Hector Field,46.93,-96.81,2002,0.0035484743479365557,184255188.32436046
119,175225,G2700270_very_cold.csv,1500-1999,1690.0,2,Wood Frame,"Stucco, Light",Vented Crawlspace,Vented Attic,20 ft^2,Fiberglass,F9 B9 L9 R9,"Double, Low-E, Non-metal, Air, M-Gain",2 ft,Southeast,R-13,"Wood Stud, Uninsulated",Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",,Fuel Oil Fuel Furnace,"Fuel Furnace, 80% AFUE",Central AC,"AC, SEER 13",Yes,,68F,72F,,Day Setup -1h,No,Yes,0F,2F,15 ACH50,,"Cooling Season, 7 days/wk",Hour19,Hour18,4,,100% Usage,"Gas, 100% Usage","Electric, 100% Usage","EnergyStar, 100% Usage",7A,"MN, Moorhead",MN,Fargo Hector Field,46.93,-96.81,2009,0.0035484743479365557,184255188.32436046
120,175225,G2700270_very_cold.csv,1500-1999,1690.0,2,Wood Frame,"Stucco, Light",Vented Crawlspace,Vented Attic,20 ft^2,Fiberglass,F9 B9 L9 R9,"Double, Low-E, Non-metal, Air, M-Gain",2 ft,Southeast,R-13,"Wood Stud, Uninsulated",Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",,Fuel Oil Fuel Furnace,"Fuel Furnace, 80% AFUE",Central AC,"AC, SEER 13",Yes,,68F,72F,,Day Setup -1h,No,Yes,0F,2F,15 ACH50,,"Cooling Season, 7 days/wk",Hour19,Hour18,4,,100% Usage,"Gas, 100% Usage","Electric, 100% Usage","EnergyStar, 100% Usage",7A,"MN, Moorhead",MN,Fargo Hector Field,46.93,-96.81,2016,0.0,0.0
121,178508,G2700270_very_cold.csv,1500-1999,1690.0,1,Wood Frame,"Wood, Medium/Dark",Ambient,Vented Attic,20 ft^2,Fiberglass,F9 B9 L9 R9,"Double, Low-E, Non-metal, Air, M-Gain",2 ft,Southeast,R-38,"Wood Stud, R-19",Uninsulated,,,"Unfinished, Uninsulated",,Electricity Baseboard,"Electric Baseboard, 100% Efficiency",,,No,,65F,68F,Day and Night -4h,Day Setup and Night Setback -4h,Yes,Yes,12F,5F,20 ACH50,,"Cooling Season, 7 days/wk",Hour3,Hour10,2,Standard Efficiency,100% Usage,"Electric, 80% Usage","Electric, 80% Usage","EnergyStar, 80% Usage",7A,"MN, Moorhead",MN,Fargo Hector Field,46.93,-96.81,1918,0.0010330250762927184,151124985.171451
122,178508,G2700270_very_cold.csv,1500-1999,1690.0,1,Wood Frame,"Wood, Medium/Dark",Ambient,Vented Attic,20 ft^2,Fiberglass,F9 B9 L9 R9,"Double, Low-E, Non-metal, Air, M-Gain",2 ft,Southeast,R-38,"Wood Stud, R-19",Uninsulated,,,"Unfinished, Uninsulated",,Electricity Baseboard,"Electric Baseboard, 100% Efficiency",,,No,,65F,68F,Day and Night -4h,Day Setup and Night Setback -4h,Yes,Yes,12F,5F,20 ACH50,,"Cooling Season, 7 days/wk",Hour3,Hour10,2,Standard Efficiency,100% Usage,"Electric, 80% Usage","Electric, 80% Usage","EnergyStar, 80% Usage",7A,"MN, Moorhead",MN,Fargo Hector Field,46.93,-96.81,1919,0.0013448528936059999,97455945.01599
123,178508,G2700270_very_cold.csv,1500-1999,1690.0,1,Wood Frame,"Wood, Medium/Dark",Ambient,Vented Attic,20 ft^2,Fiberglass,F9 B9 L9 R9,"Double, Low-E, Non-metal, Air, M-Gain",2 ft,Southeast,R-38,"Wood Stud, R-19",Uninsulated,,,"Unfinished, Uninsulated",,Electricity Baseboard,"Electric Baseboard, 100% Efficiency",,,No,,65F,68F,Day and Night -4h,Day Setup and Night Setback -4h,Yes,Yes,12F,5F,20 ACH50,,"Cooling Season, 7 days/wk",Hour3,Hour10,2,Standard Efficiency,100% Usage,"Electric, 80% Usage","Electric, 80% Usage","EnergyStar, 80% Usage",7A,"MN, Moorhead",MN,Fargo Hector Field,46.93,-96.81,1949,0.0010555403140101954,110216541.9397439
124,178508,G2700270_very_cold.csv,1500-1999,1690.0,1,Wood Frame,"Wood, Medium/Dark",Ambient,Vented Attic,20 ft^2,Fiberglass,F9 B9 L9 R9,"Double, Low-E, Non-metal, Air, M-Gain",2 ft,Southeast,R-38,"Wood Stud, R-19",Uninsulated,,,"Unfinished, Uninsulated",,Electricity Baseboard,"Electric Baseboard, 100% Efficiency",,,No,,65F,68F,Day and Night -4h,Day Setup and Night Setback -4h,Yes,Yes,12F,5F,20 ACH50,,"Cooling Season, 7 days/wk",Hour3,Hour10,2,Standard Efficiency,100% Usage,"Electric, 80% Usage","Electric, 80% Usage","EnergyStar, 80% Usage",7A,"MN, Moorhead",MN,Fargo Hector Field,46.93,-96.81,1958,0.0010330532011718562,134796245.6647995
125,178508,G2700270_very_cold.csv,1500-1999,1690.0,1,Wood Frame,"Wood, Medium/Dark",Ambient,Vented Attic,20 ft^2,Fiberglass,F9 B9 L9 R9,"Double, Low-E, Non-metal, Air, M-Gain",2 ft,Southeast,R-38,"Wood Stud, R-19",Uninsulated,,,"Unfinished, Uninsulated",,Electricity Baseboard,"Electric Baseboard, 100% Efficiency",,,No,,65F,68F,Day and Night -4h,Day Setup and Night Setback -4h,Yes,Yes,12F,5F,20 ACH50,,"Cooling Season, 7 days/wk",Hour3,Hour10,2,Standard Efficiency,100% Usage,"Electric, 80% Usage","Electric, 80% Usage","EnergyStar, 80% Usage",7A,"MN, Moorhead",MN,Fargo Hector Field,46.93,-96.81,1969,0.001628357157064182,199574280.7292647
126,178508,G2700270_very_cold.csv,1500-1999,1690.0,1,Wood Frame,"Wood, Medium/Dark",Ambient,Vented Attic,20 ft^2,Fiberglass,F9 B9 L9 R9,"Double, Low-E, Non-metal, Air, M-Gain",2 ft,Southeast,R-38,"Wood Stud, R-19",Uninsulated,,,"Unfinished, Uninsulated",,Electricity Baseboard,"Electric Baseboard, 100% Efficiency",,,No,,65F,68F,Day and Night -4h,Day Setup and Night Setback -4h,Yes,Yes,12F,5F,20 ACH50,,"Cooling Season, 7 days/wk",Hour3,Hour10,2,Standard Efficiency,100% Usage,"Electric, 80% Usage","Electric, 80% Usage","EnergyStar, 80% Usage",7A,"MN, Moorhead",MN,Fargo Hector Field,46.93,-96.81,1979,0.0019481619559503735,75380654.47203517
127,178508,G2700270_very_cold.csv,1500-1999,1690.0,1,Wood Frame,"Wood, Medium/Dark",Ambient,Vented Attic,20 ft^2,Fiberglass,F9 B9 L9 R9,"Double, Low-E, Non-metal, Air, M-Gain",2 ft,Southeast,R-38,"Wood Stud, R-19",Uninsulated,,,"Unfinished, Uninsulated",,Electricity Baseboard,"Electric Baseboard, 100% Efficiency",,,No,,65F,68F,Day and Night -4h,Day Setup and Night Setback -4h,Yes,Yes,12F,5F,20 ACH50,,"Cooling Season, 7 days/wk",Hour3,Hour10,2,Standard Efficiency,100% Usage,"Electric, 80% Usage","Electric, 80% Usage","EnergyStar, 80% Usage",7A,"MN, Moorhead",MN,Fargo Hector Field,46.93,-96.81,1984,0.0022588066963846088,51247962.13383039
128,178508,G2700270_very_cold.csv,1500-1999,1690.0,1,Wood Frame,"Wood, Medium/Dark",Ambient,Vented Attic,20 ft^2,Fiberglass,F9 B9 L9 R9,"Double, Low-E, Non-metal, Air, M-Gain",2 ft,Southeast,R-38,"Wood Stud, R-19",Uninsulated,,,"Unfinished, Uninsulated",,Electricity Baseboard,"Electric Baseboard, 100% Efficiency",,,No,,65F,68F,Day and Night -4h,Day Setup and Night Setback -4h,Yes,Yes,12F,5F,20 ACH50,,"Cooling Season, 7 days/wk",Hour3,Hour10,2,Standard Efficiency,100% Usage,"Electric, 80% Usage","Electric, 80% Usage","EnergyStar, 80% Usage",7A,"MN, Moorhead",MN,Fargo Hector Field,46.93,-96.81,1995,0.003545081098679899,108281893.02614926
129,178508,G2700270_very_cold.csv,1500-1999,1690.0,1,Wood Frame,"Wood, Medium/Dark",Ambient,Vented Attic,20 ft^2,Fiberglass,F9 B9 L9 R9,"Double, Low-E, Non-metal, Air, M-Gain",2 ft,Southeast,R-38,"Wood Stud, R-19",Uninsulated,,,"Unfinished, Uninsulated",,Electricity Baseboard,"Electric Baseboard, 100% Efficiency",,,No,,65F,68F,Day and Night -4h,Day Setup and Night Setback -4h,Yes,Yes,12F,5F,20 ACH50,,"Cooling Season, 7 days/wk",Hour3,Hour10,2,Standard Efficiency,100% Usage,"Electric, 80% Usage","Electric, 80% Usage","EnergyStar, 80% Usage",7A,"MN, Moorhead",MN,Fargo Hector Field,46.93,-96.81,2002,0.005435562497853717,110752765.00692044
130,178508,G2700270_very_cold.csv,1500-1999,1690.0,1,Wood Frame,"Wood, Medium/Dark",Ambient,Vented Attic,20 ft^2,Fiberglass,F9 B9 L9 R9,"Double, Low-E, Non-metal, Air, M-Gain",2 ft,Southeast,R-38,"Wood Stud, R-19",Uninsulated,,,"Unfinished, Uninsulated",,Electricity Baseboard,"Electric Baseboard, 100% Efficiency",,,No,,65F,68F,Day and Night -4h,Day Setup and Night Setback -4h,Yes,Yes,12F,5F,20 ACH50,,"Cooling Season, 7 days/wk",Hour3,Hour10,2,Standard Efficiency,100% Usage,"Electric, 80% Usage","Electric, 80% Usage","EnergyStar, 80% Usage",7A,"MN, Moorhead",MN,Fargo Hector Field,46.93,-96.81,2009,0.005435562497853717,110752765.00692044
131,178508,G2700270_very_cold.csv,1500-1999,1690.0,1,Wood Frame,"Wood, Medium/Dark",Ambient,Vented Attic,20 ft^2,Fiberglass,F9 B9 L9 R9,"Double, Low-E, Non-metal, Air, M-Gain",2 ft,Southeast,R-38,"Wood Stud, R-19",Uninsulated,,,"Unfinished, Uninsulated",,Electricity Baseboard,"Electric Baseboard, 100% Efficiency",,,No,,65F,68F,Day and Night -4h,Day Setup and Night Setback -4h,Yes,Yes,12F,5F,20 ACH50,,"Cooling Season, 7 days/wk",Hour3,Hour10,2,Standard Efficiency,100% Usage,"Electric, 80% Usage","Electric, 80% Usage","EnergyStar, 80% Usage",7A,"MN, Moorhead",MN,Fargo Hector Field,46.93,-96.81,2016,0.0,0.0
132,178956,G2700270_very_cold.csv,1500-1999,1690.0,1,Wood Frame,"Vinyl, Light",Heated Basement,Vented Attic,20 ft^2,Fiberglass,F6 B6 L6 R6,"Double, Low-E, Non-metal, Air, M-Gain",2 ft,South,R-19,"Wood Stud, R-11",Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",,Electricity Baseboard,"Electric Baseboard, 100% Efficiency",Central AC,"AC, SEER 13",Yes,,60F,72F,,,No,No,0F,0F,10 ACH50,,"Cooling Season, 7 days/wk",Hour5,Hour18,1,Standard Efficiency,100% Usage,"Electric, 100% Usage","Electric, 100% Usage","Standard, 100% Usage",7A,"MN, Moorhead",MN,Fargo Hector Field,46.93,-96.81,1918,0.0010330250762927184,151124985.171451
133,178956,G2700270_very_cold.csv,1500-1999,1690.0,1,Wood Frame,"Vinyl, Light",Heated Basement,Vented Attic,20 ft^2,Fiberglass,F6 B6 L6 R6,"Double, Low-E, Non-metal, Air, M-Gain",2 ft,South,R-19,"Wood Stud, R-11",Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",,Electricity Baseboard,"Electric Baseboard, 100% Efficiency",Central AC,"AC, SEER 13",Yes,,60F,72F,,,No,No,0F,0F,10 ACH50,,"Cooling Season, 7 days/wk",Hour5,Hour18,1,Standard Efficiency,100% Usage,"Electric, 100% Usage","Electric, 100% Usage","Standard, 100% Usage",7A,"MN, Moorhead",MN,Fargo Hector Field,46.93,-96.81,1919,0.0013448528936059999,97455945.01599
134,178956,G2700270_very_cold.csv,1500-1999,1690.0,1,Wood Frame,"Vinyl, Light",Heated Basement,Vented Attic,20 ft^2,Fiberglass,F6 B6 L6 R6,"Double, Low-E, Non-metal, Air, M-Gain",2 ft,South,R-19,"Wood Stud, R-11",Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",,Electricity Baseboard,"Electric Baseboard, 100% Efficiency",Central AC,"AC, SEER 13",Yes,,60F,72F,,,No,No,0F,0F,10 ACH50,,"Cooling Season, 7 days/wk",Hour5,Hour18,1,Standard Efficiency,100% Usage,"Electric, 100% Usage","Electric, 100% Usage","Standard, 100% Usage",7A,"MN, Moorhead",MN,Fargo Hector Field,46.93,-96.81,1949,0.0010555403140101954,110216541.9397439
135,178956,G2700270_very_cold.csv,1500-1999,1690.0,1,Wood Frame,"Vinyl, Light",Heated Basement,Vented Attic,20 ft^2,Fiberglass,F6 B6 L6 R6,"Double, Low-E, Non-metal, Air, M-Gain",2 ft,South,R-19,"Wood Stud, R-11",Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",,Electricity Baseboard,"Electric Baseboard, 100% Efficiency",Central AC,"AC, SEER 13",Yes,,60F,72F,,,No,No,0F,0F,10 ACH50,,"Cooling Season, 7 days/wk",Hour5,Hour18,1,Standard Efficiency,100% Usage,"Electric, 100% Usage","Electric, 100% Usage","Standard, 100% Usage",7A,"MN, Moorhead",MN,Fargo Hector Field,46.93,-96.81,1958,0.0010330532011718562,134796245.6647995
136,178956,G2700270_very_cold.csv,1500-1999,1690.0,1,Wood Frame,"Vinyl, Light",Heated Basement,Vented Attic,20 ft^2,Fiberglass,F6 B6 L6 R6,"Double, Low-E, Non-metal, Air, M-Gain",2 ft,South,R-19,"Wood Stud, R-11",Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",,Electricity Baseboard,"Electric Baseboard, 100% Efficiency",Central AC,"AC, SEER 13",Yes,,60F,72F,,,No,No,0F,0F,10 ACH50,,"Cooling Season, 7 days/wk",Hour5,Hour18,1,Standard Efficiency,100% Usage,"Electric, 100% Usage","Electric, 100% Usage","Standard, 100% Usage",7A,"MN, Moorhead",MN,Fargo Hector Field,46.93,-96.81,1969,0.001628357157064182,199574280.7292647
137,178956,G2700270_very_cold.csv,1500-1999,1690.0,1,Wood Frame,"Vinyl, Light",Heated Basement,Vented Attic,20 ft^2,Fiberglass,F6 B6 L6 R6,"Double, Low-E, Non-metal, Air, M-Gain",2 ft,South,R-19,"Wood Stud, R-11",Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",,Electricity Baseboard,"Electric Baseboard, 100% Efficiency",Central AC,"AC, SEER 13",Yes,,60F,72F,,,No,No,0F,0F,10 ACH50,,"Cooling Season, 7 days/wk",Hour5,Hour18,1,Standard Efficiency,100% Usage,"Electric, 100% Usage","Electric, 100% Usage","Standard, 100% Usage",7A,"MN, Moorhead",MN,Fargo Hector Field,46.93,-96.81,1979,0.0019481619559503735,75380654.47203517
138,178956,G2700270_very_cold.csv,1500-1999,1690.0,1,Wood Frame,"Vinyl, Light",Heated Basement,Vented Attic,20 ft^2,Fiberglass,F6 B6 L6 R6,"Double, Low-E, Non-metal, Air, M-Gain",2 ft,South,R-19,"Wood Stud, R-11",Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",,Electricity Baseboard,"Electric Baseboard, 100% Efficiency",Central AC,"AC, SEER 13",Yes,,60F,72F,,,No,No,0F,0F,10 ACH50,,"Cooling Season, 7 days/wk",Hour5,Hour18,1,Standard Efficiency,100% Usage,"Electric, 100% Usage","Electric, 100% Usage","Standard, 100% Usage",7A,"MN, Moorhead",MN,Fargo Hector Field,46.93,-96.81,1984,0.0022588066963846088,51247962.13383039
139,178956,G2700270_very_cold.csv,1500-1999,1690.0,1,Wood Frame,"Vinyl, Light",Heated Basement,Vented Attic,20 ft^2,Fiberglass,F6 B6 L6 R6,"Double, Low-E, Non-metal, Air, M-Gain",2 ft,South,R-19,"Wood Stud, R-11",Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",,Electricity Baseboard,"Electric Baseboard, 100% Efficiency",Central AC,"AC, SEER 13",Yes,,60F,72F,,,No,No,0F,0F,10 ACH50,,"Cooling Season, 7 days/wk",Hour5,Hour18,1,Standard Efficiency,100% Usage,"Electric, 100% Usage","Electric, 100% Usage","Standard, 100% Usage",7A,"MN, Moorhead",MN,Fargo Hector Field,46.93,-96.81,1995,0.003545081098679899,108281893.02614926
140,178956,G2700270_very_cold.csv,1500-1999,1690.0,1,Wood Frame,"Vinyl, Light",Heated Basement,Vented Attic,20 ft^2,Fiberglass,F6 B6 L6 R6,"Double, Low-E, Non-metal, Air, M-Gain",2 ft,South,R-19,"Wood Stud, R-11",Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",,Electricity Baseboard,"Electric Baseboard, 100% Efficiency",Central AC,"AC, SEER 13",Yes,,60F,72F,,,No,No,0F,0F,10 ACH50,,"Cooling Season, 7 days/wk",Hour5,Hour18,1,Standard Efficiency,100% Usage,"Electric, 100% Usage","Electric, 100% Usage","Standard, 100% Usage",7A,"MN, Moorhead",MN,Fargo Hector Field,46.93,-96.81,2002,0.005435562497853717,110752765.00692044
141,178956,G2700270_very_cold.csv,1500-1999,1690.0,1,Wood Frame,"Vinyl, Light",Heated Basement,Vented Attic,20 ft^2,Fiberglass,F6 B6 L6 R6,"Double, Low-E, Non-metal, Air, M-Gain",2 ft,South,R-19,"Wood Stud, R-11",Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",,Electricity Baseboard,"Electric Baseboard, 100% Efficiency",Central AC,"AC, SEER 13",Yes,,60F,72F,,,No,No,0F,0F,10 ACH50,,"Cooling Season, 7 days/wk",Hour5,Hour18,1,Standard Efficiency,100% Usage,"Electric, 100% Usage","Electric, 100% Usage","Standard, 100% Usage",7A,"MN, Moorhead",MN,Fargo Hector Field,46.93,-96.81,2009,0.005435562497853717,110752765.00692044
142,178956,G2700270_very_cold.csv,1500-1999,1690.0,1,Wood Frame,"Vinyl, Light",Heated Basement,Vented Attic,20 ft^2,Fiberglass,F6 B6 L6 R6,"Double, Low-E, Non-metal, Air, M-Gain",2 ft,South,R-19,"Wood Stud, R-11",Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",,Electricity Baseboard,"Electric Baseboard, 100% Efficiency",Central AC,"AC, SEER 13",Yes,,60F,72F,,,No,No,0F,0F,10 ACH50,,"Cooling Season, 7 days/wk",Hour5,Hour18,1,Standard Efficiency,100% Usage,"Electric, 100% Usage","Electric, 100% Usage","Standard, 100% Usage",7A,"MN, Moorhead",MN,Fargo Hector Field,46.93,-96.81,2016,0.0,0.0
143,185514,G2700270_very_cold.csv,1000-1499,1220.0,2,Wood Frame,"Vinyl, Light",Vented Crawlspace,Vented Attic,20 ft^2,Fiberglass,F12 B12 L12 R12,"Single, Clear, Metal",2 ft,Northeast,R-13,"Wood Stud, Uninsulated",Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",,Propane Fuel Furnace,"Fuel Furnace, 80% AFUE",Room AC,"Room AC, EER 12.0",Yes,,65F,68F,Day and Night +5h,,Yes,No,3F,0F,5 ACH50,,"Cooling Season, 7 days/wk",Hour18,Hour16,1,Standard Efficiency,100% Usage,"Electric, 100% Usage","Electric, 100% Usage","EnergyStar, 100% Usage",7A,Not in a census Place,MN,Fargo Hector Field,46.93,-96.81,1918,0.0010789652996673776,154655259.7650408
144,185514,G2700270_very_cold.csv,1000-1499,1220.0,2,Wood Frame,"Vinyl, Light",Vented Crawlspace,Vented Attic,20 ft^2,Fiberglass,F12 B12 L12 R12,"Single, Clear, Metal",2 ft,Northeast,R-13,"Wood Stud, Uninsulated",Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",,Propane Fuel Furnace,"Fuel Furnace, 80% AFUE",Room AC,"Room AC, EER 12.0",Yes,,65F,68F,Day and Night +5h,,Yes,No,3F,0F,5 ACH50,,"Cooling Season, 7 days/wk",Hour18,Hour16,1,Standard Efficiency,100% Usage,"Electric, 100% Usage","Electric, 100% Usage","EnergyStar, 100% Usage",7A,Not in a census Place,MN,Fargo Hector Field,46.93,-96.81,1919,0.0013075633690683083,115911929.00192699
145,185514,G2700270_very_cold.csv,1000-1499,1220.0,2,Wood Frame,"Vinyl, Light",Vented Crawlspace,Vented Attic,20 ft^2,Fiberglass,F12 B12 L12 R12,"Single, Clear, Metal",2 ft,Northeast,R-13,"Wood Stud, Uninsulated",Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",,Propane Fuel Furnace,"Fuel Furnace, 80% AFUE",Room AC,"Room AC, EER 12.0",Yes,,65F,68F,Day and Night +5h,,Yes,No,3F,0F,5 ACH50,,"Cooling Season, 7 days/wk",Hour18,Hour16,1,Standard Efficiency,100% Usage,"Electric, 100% Usage","Electric, 100% Usage","EnergyStar, 100% Usage",7A,Not in a census Place,MN,Fargo Hector Field,46.93,-96.81,1949,0.000986103726357521,122943309.7410052
146,185514,G2700270_very_cold.csv,1000-1499,1220.0,2,Wood Frame,"Vinyl, Light",Vented Crawlspace,Vented Attic,20 ft^2,Fiberglass,F12 B12 L12 R12,"Single, Clear, Metal",2 ft,Northeast,R-13,"Wood Stud, Uninsulated",Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",,Propane Fuel Furnace,"Fuel Furnace, 80% AFUE",Room AC,"Room AC, EER 12.0",Yes,,65F,68F,Day and Night +5h,,Yes,No,3F,0F,5 ACH50,,"Cooling Season, 7 days/wk",Hour18,Hour16,1,Standard Efficiency,100% Usage,"Electric, 100% Usage","Electric, 100% Usage","EnergyStar, 100% Usage",7A,Not in a census Place,MN,Fargo Hector Field,46.93,-96.81,1958,0.0009718369672776912,140687237.87388554
147,185514,G2700270_very_cold.csv,1000-1499,1220.0,2,Wood Frame,"Vinyl, Light",Vented Crawlspace,Vented Attic,20 ft^2,Fiberglass,F12 B12 L12 R12,"Single, Clear, Metal",2 ft,Northeast,R-13,"Wood Stud, Uninsulated",Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",,Propane Fuel Furnace,"Fuel Furnace, 80% AFUE",Room AC,"Room AC, EER 12.0",Yes,,65F,68F,Day and Night +5h,,Yes,No,3F,0F,5 ACH50,,"Cooling Season, 7 days/wk",Hour18,Hour16,1,Standard Efficiency,100% Usage,"Electric, 100% Usage","Electric, 100% Usage","EnergyStar, 100% Usage",7A,Not in a census Place,MN,Fargo Hector Field,46.93,-96.81,1969,0.0009326897304417401,210606357.57112607
148,185514,G2700270_very_cold.csv,1000-1499,1220.0,2,Wood Frame,"Vinyl, Light",Vented Crawlspace,Vented Attic,20 ft^2,Fiberglass,F12 B12 L12 R12,"Single, Clear, Metal",2 ft,Northeast,R-13,"Wood Stud, Uninsulated",Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",,Propane Fuel Furnace,"Fuel Furnace, 80% AFUE",Room AC,"Room AC, EER 12.0",Yes,,65F,68F,Day and Night +5h,,Yes,No,3F,0F,5 ACH50,,"Cooling Season, 7 days/wk",Hour18,Hour16,1,Standard Efficiency,100% Usage,"Electric, 100% Usage","Electric, 100% Usage","EnergyStar, 100% Usage",7A,Not in a census Place,MN,Fargo Hector Field,46.93,-96.81,1979,0.0019845433694875136,104658349.78836904
149,185514,G2700270_very_cold.csv,1000-1499,1220.0,2,Wood Frame,"Vinyl, Light",Vented Crawlspace,Vented Attic,20 ft^2,Fiberglass,F12 B12 L12 R12,"Single, Clear, Metal",2 ft,Northeast,R-13,"Wood Stud, Uninsulated",Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",,Propane Fuel Furnace,"Fuel Furnace, 80% AFUE",Room AC,"Room AC, EER 12.0",Yes,,65F,68F,Day and Night +5h,,Yes,No,3F,0F,5 ACH50,,"Cooling Season, 7 days/wk",Hour18,Hour16,1,Standard Efficiency,100% Usage,"Electric, 100% Usage","Electric, 100% Usage","EnergyStar, 100% Usage",7A,Not in a census Place,MN,Fargo Hector Field,46.93,-96.81,1984,0.001966593500095816,87211614.38163471
