filename,year,inhabitants,heating:demand[kWh]_mean,heating:demand[kWh]_std,heating:load_max[kW]_mean,heating:load_max[kW]_std,cooling:demand[kWh]_mean,cooling:demand[kWh]_std,cooling:load_max[kW]_mean,cooling:load_max[kW]_std,resistance[K W-1]_mean,resistance[K W-1]_std,capacitance[J K-1]_mean,capacitance[J K-1]_std
G4100070_marine.csv,1918,6,67569.1,11271.84,22.17,4.35,0.0,0.0,0.0,0.0,0.0,0.0,130110564.16,29718879.2
G4100070_marine.csv,1919,1,224937.9,319795.12,64.69,70.84,160796.43,319781.05,123.73,180.7,0.0,0.0,188526490.29,212467491.4
G4100070_marine.csv,1919,2,237386.75,406889.26,60.69,84.12,175286.4,384038.7,105.01,134.71,0.0,0.0,148149687.22,140979397.82
G4100070_marine.csv,1919,3,42726.41,20690.83,17.46,5.96,30.61,54.67,107.91,222.8,0.0,0.0,104070106.29,57395641.88
G4100070_marine.csv,1919,4,275193.53,463004.95,73.39,105.11,208694.82,451982.58,251.7,250.61,0.0,0.0,157254772.09,76995541.17
G4100070_marine.csv,1919,5,48528.08,,37.95,,163.84,,655.37,,0.0,,313627276.75,
G4100070_marine.csv,1919,6,53063.56,8614.09,17.4,3.34,0.0,0.0,0.0,0.0,0.0,0.0,83904378.7,19164808.88
G4100070_marine.csv,1949,1,259546.2,355492.85,76.6,79.88,176964.19,355378.9,134.99,192.96,0.0,0.0,204867627.86,225921884.63
G4100070_marine.csv,1949,2,270087.08,441489.64,70.52,91.62,190079.42,411377.16,113.8,144.96,0.0,0.0,160946134.02,148126712.71
G4100070_marine.csv,1949,3,53865.04,25580.4,22.17,7.9,33.99,57.02,114.0,233.26,0.0,0.0,113917630.31,59441797.35
G4100070_marine.csv,1949,4,305324.14,490459.39,83.38,111.35,219232.49,475088.44,264.56,261.68,0.0,0.0,169349595.7,79475052.82
G4100070_marine.csv,1949,5,64332.62,,49.94,,171.13,,684.51,,0.0,,332652348.73,
G4100070_marine.csv,1949,6,66274.77,11042.77,21.73,4.26,0.0,0.0,0.0,0.0,0.0,0.0,94890573.09,21674193.0
G4100070_marine.csv,1958,1,297349.9,432004.92,85.61,96.3,213504.22,432639.29,163.15,232.0,0.0,0.0,240646368.2,259537836.31
G4100070_marine.csv,1958,2,308296.98,515958.64,79.08,107.47,227058.04,485989.0,137.81,173.22,0.0,0.0,188998785.73,167834809.24
G4100070_marine.csv,1958,3,54817.19,26203.24,22.56,8.02,36.61,66.12,133.28,268.23,0.0,0.0,134834618.82,66385210.21
G4100070_marine.csv,1958,4,339718.4,561875.9,91.46,127.59,252339.81,546636.08,308.47,299.32,0.0,0.0,197027214.74,88295746.06
G4100070_marine.csv,1958,5,64996.37,,50.66,,197.6,,790.42,,0.0,,380662764.12,
G4100070_marine.csv,1958,6,67584.22,11278.01,22.17,4.35,0.0,0.0,0.0,0.0,0.0,0.0,116052389.02,26507816.28
G4100070_marine.csv,1969,1,394756.63,648517.63,105.82,143.35,322652.75,652444.62,248.83,358.95,0.0,0.0,358658311.14,388233612.57
G4100070_marine.csv,1969,2,418154.98,766976.62,101.35,160.21,346201.56,740775.62,213.96,265.43,0.0,0.0,281696774.87,251659869.35
G4100070_marine.csv,1969,3,40457.81,14654.01,18.31,9.42,51.28,101.9,205.12,407.58,0.0,0.0,200702826.75,99773780.02
G4100070_marine.csv,1969,4,464107.41,849172.19,119.21,193.88,382949.12,828897.22,474.76,452.96,0.0,0.0,294120440.97,132838794.12
G4100070_marine.csv,1969,5,66763.34,,52.74,,302.14,,1208.54,,0.0,,569845562.58,
G4100070_marine.csv,1969,6,44584.7,7038.42,14.65,2.75,0.0,0.0,0.0,0.0,0.0,0.0,171822827.49,39246481.54
G4100070_marine.csv,1979,1,176365.96,258239.31,49.23,56.35,132090.26,258060.11,102.75,158.09,0.0,0.0,161189576.98,191443714.08
G4100070_marine.csv,1979,2,191568.5,351812.5,47.75,72.33,148693.08,336543.93,88.35,116.77,0.0,0.0,126750229.93,130106263.03
G4100070_marine.csv,1979,3,30392.79,15000.74,12.31,3.95,26.5,50.32,96.74,204.34,0.0,0.0,87456679.0,54826326.82
G4100070_marine.csv,1979,4,235987.48,418947.08,61.13,95.16,190362.17,412022.84,227.63,231.49,0.0,0.0,137280754.72,73798968.83
G4100070_marine.csv,1979,5,32113.46,,25.4,,150.36,,601.46,,0.0,,283178043.16,
G4100070_marine.csv,1979,6,38146.65,5873.88,12.51,2.29,0.0,0.0,0.0,0.0,0.0,0.0,64898729.15,14823680.96
G4100070_marine.csv,1984,1,138303.96,186731.53,40.02,40.76,96334.74,186016.62,75.44,121.98,0.0,0.0,126035393.61,160020784.5
G4100070_marine.csv,1984,2,153561.72,282649.48,39.13,57.57,112587.93,267384.61,65.04,91.27,0.0,0.0,99187081.05,111280646.49
G4100070_marine.csv,1984,3,27575.86,12398.47,11.43,3.92,23.16,41.33,77.85,169.74,0.0,0.0,66908259.81,48849952.29
G4100070_marine.csv,1984,4,201875.55,349324.65,53.15,79.44,157605.36,341262.12,184.42,194.16,0.0,0.0,110079889.15,65695427.16
G4100070_marine.csv,1984,5,32630.33,,25.62,,124.08,,496.31,,0.0,,235971753.34,
G4100070_marine.csv,1984,6,33594.68,5041.63,11.01,1.98,0.0,0.0,0.0,0.0,0.0,0.0,44121766.22,10077962.92
G4100070_marine.csv,1995,1,210006.66,365064.19,53.02,80.42,184408.96,365070.64,144.95,217.58,0.0,0.0,211969289.26,240416534.93
G4100070_marine.csv,1995,2,228548.91,455747.19,53.12,95.26,203578.6,447322.46,124.97,158.42,0.0,0.0,166585186.08,160045027.73
G4100070_marine.csv,1995,3,18312.16,9034.46,7.41,2.14,31.83,65.03,127.3,260.12,0.0,0.0,116763183.88,65435025.58
G4100070_marine.csv,1995,4,269103.34,528383.43,65.7,120.32,242604.43,524576.1,298.19,291.63,0.0,0.0,177269186.9,87843403.49
G4100070_marine.csv,1995,5,17540.07,,14.35,,193.33,,773.32,,0.0,,355071022.63,
G4100070_marine.csv,1995,6,23127.33,3107.54,7.6,1.25,0.0,0.0,0.0,0.0,0.0,0.0,93224943.4,21293742.36
G4100070_marine.csv,2002,1,207691.03,374107.75,51.09,82.74,188778.16,374075.28,148.88,223.24,0.01,0.0,215565943.15,243743878.8
G4100070_marine.csv,2002,2,227011.09,463008.97,51.81,97.08,208347.29,456817.48,128.54,162.19,0.01,0.0,169405175.77,162007248.62
G4100070_marine.csv,2002,3,13510.1,6198.83,5.55,1.52,32.5,66.14,130.02,264.54,0.01,0.0,118865861.82,66101629.58
G4100070_marine.csv,2002,4,266694.23,536575.91,64.13,122.3,246697.35,533323.01,304.46,296.19,0.0,0.0,180051476.47,88708656.46
G4100070_marine.csv,2002,5,13191.92,,10.94,,196.95,,787.78,,0.0,,359897264.3,
G4100070_marine.csv,2002,6,16769.54,1939.63,5.51,0.81,0.0,0.0,0.0,0.0,0.01,0.0,95352232.59,21779641.81
G4100070_marine.csv,2009,1,207691.03,374107.75,51.09,82.74,188778.16,374075.28,148.88,223.24,0.01,0.0,215565943.15,243743878.8
G4100070_marine.csv,2009,2,227011.09,463008.97,51.81,97.08,208347.29,456817.48,128.54,162.19,0.01,0.0,169405175.77,162007248.62
G4100070_marine.csv,2009,3,13510.1,6198.83,5.55,1.52,32.5,66.14,130.02,264.54,0.01,0.0,118865861.82,66101629.58
G4100070_marine.csv,2009,4,266694.23,536575.91,64.13,122.3,246697.35,533323.01,304.46,296.19,0.0,0.0,180051476.47,88708656.46
G4100070_marine.csv,2009,5,13191.92,,10.94,,196.95,,787.78,,0.0,,359897264.3,
G4100070_marine.csv,2009,6,16769.54,1939.63,5.51,0.81,0.0,0.0,0.0,0.0,0.01,0.0,95352232.59,21779641.81
G4802650_hot_dry.csv,1918,1,32493.06,22527.94,38.82,23.28,23120.22,12628.11,169.42,337.15,0.0,0.0,202183302.88,91694306.8
G4802650_hot_dry.csv,1918,2,298914.53,1142217.82,97.54,204.99,287994.77,1131794.95,176.14,338.03,0.0,0.0,197651791.38,97484468.8
G4802650_hot_dry.csv,1918,3,588968.06,1496412.5,199.73,362.2,572848.6,1497250.12,165.93,323.76,0.0,0.0,149122408.85,74216051.22
G4802650_hot_dry.csv,1918,4,529770.09,1320557.01,123.15,211.18,497751.96,1312527.04,101.67,195.98,0.0,0.0,274759985.78,178248872.3
G4802650_hot_dry.csv,1918,5,13672.87,8594.28,20.4,7.22,12419.97,8148.02,16.31,5.85,0.0,0.0,127129795.22,41560888.14
G4802650_hot_dry.csv,1918,6,57917.03,59796.51,263.39,459.28,27170.39,11062.76,95.88,88.64,0.0,0.0,260382619.17,127291066.7
G4802650_hot_dry.csv,1918,8,68494.09,,136.36,,92154.3,,118.94,,0.0,,1038725572.55,
G4802650_hot_dry.csv,1919,1,26392.93,18239.97,30.56,17.11,18637.68,9811.51,111.29,214.68,0.0,0.0,142716877.26,73554369.54
G4802650_hot_dry.csv,1919,2,221637.46,853525.35,73.94,153.74,212635.0,844545.44,123.15,232.0,0.0,0.0,138996929.15,77105445.58
G4802650_hot_dry.csv,1919,3,383937.17,963763.71,137.81,245.12,371017.17,964535.51,106.57,205.93,0.0,0.0,97320216.54,48146957.4
G4802650_hot_dry.csv,1919,4,400212.47,989373.35,95.02,158.89,374199.88,982480.81,77.5,146.2,0.0,0.0,195264704.85,120616914.06
G4802650_hot_dry.csv,1919,5,10959.48,6725.17,16.02,5.57,9817.1,6379.93,12.8,4.51,0.0,0.0,81982170.71,26801363.29
G4802650_hot_dry.csv,1919,6,47336.34,49550.53,200.14,346.33,22211.86,9630.09,68.92,64.37,0.0,0.0,186071640.49,101890775.34
G4802650_hot_dry.csv,1919,8,57515.14,,112.77,,76467.44,,98.36,,0.0,,778510119.87,
G4802650_hot_dry.csv,1949,1,34180.92,23814.5,38.76,21.41,23871.13,12231.29,127.61,240.8,0.0,0.0,155193571.86,75822206.95
G4802650_hot_dry.csv,1949,2,242742.8,906520.56,84.95,165.5,231025.28,894706.07,134.69,251.37,0.0,0.0,151388166.12,79936215.67
G4802650_hot_dry.csv,1949,3,437055.94,1089154.14,154.86,270.65,420667.02,1090131.7,120.08,230.81,0.0,0.0,109481199.52,54252379.54
G4802650_hot_dry.csv,1949,4,434581.1,1047909.32,109.46,170.22,400806.22,1038569.05,86.71,153.29,0.0,0.0,211729287.48,133244738.03
G4802650_hot_dry.csv,1949,5,13837.87,8484.21,20.0,7.07,12314.92,8045.3,15.99,5.72,0.0,0.0,92716676.8,30310655.55
G4802650_hot_dry.csv,1949,6,61784.45,65302.25,220.54,372.25,28906.01,13161.98,74.46,60.55,0.0,0.0,201293005.27,105134185.06
G4802650_hot_dry.csv,1949,8,78685.34,,149.07,,102044.2,,130.02,,0.0,,825735639.36,
G4802650_hot_dry.csv,1958,1,34495.04,24171.53,40.21,23.19,24166.39,12468.08,153.63,298.16,0.0,0.0,182428400.71,84171972.72
G4802650_hot_dry.csv,1958,2,275866.81,1038867.4,93.44,188.47,264080.93,1027026.36,158.89,301.3,0.0,0.0,178251309.78,89309366.18
G4802650_hot_dry.csv,1958,3,528856.94,1333674.72,181.62,324.8,512231.63,1334673.4,147.66,286.44,0.0,0.0,133205911.86,66216940.86
G4802650_hot_dry.csv,1958,4,489991.03,1200307.29,119.08,193.69,455755.02,1190925.84,95.97,176.65,0.0,0.0,248137064.61,159781408.29
G4802650_hot_dry.csv,1958,5,13844.44,8623.27,20.4,7.22,12472.17,8169.88,16.31,5.85,0.0,0.0,113393685.95,37070320.84
G4802650_hot_dry.csv,1958,6,62498.67,66285.28,246.5,422.9,29195.56,13266.37,86.7,73.91,0.0,0.0,235326441.2,116819704.68
G4802650_hot_dry.csv,1958,8,78339.79,,151.24,,103007.74,,131.92,,0.0,,944910841.92,
G4802650_hot_dry.csv,1969,1,28647.24,23714.0,38.16,28.06,19259.97,8931.58,223.31,454.29,0.0,0.0,271857852.06,126644158.76
G4802650_hot_dry.csv,1969,2,391359.59,1556628.58,117.71,279.04,381014.7,1543310.9,235.83,460.24,0.0,0.0,265559510.11,134226546.46
G4802650_hot_dry.csv,1969,3,762217.5,1980411.33,253.4,488.37,749580.48,1981852.15,222.64,441.63,0.0,0.0,197384698.68,98060344.94
G4802650_hot_dry.csv,1969,4,697400.11,1804728.26,148.07,288.82,667021.79,1793435.66,126.5,270.96,0.0,0.0,369963957.53,237265883.87
G4802650_hot_dry.csv,1969,5,8362.52,5514.82,13.49,4.62,8002.87,5230.4,10.78,3.74,0.0,0.0,167886451.15,54884930.82
G4802650_hot_dry.csv,1969,6,57132.51,70847.36,341.51,626.56,26073.92,17431.81,128.31,132.69,0.0,0.0,351008230.87,175740179.75
G4802650_hot_dry.csv,1969,8,77158.92,,157.53,,105888.57,,137.4,,0.0,,1414515158.97,
G4802650_hot_dry.csv,1979,1,18095.88,12350.6,21.43,12.16,12982.84,7079.34,85.08,167.08,0.0,0.0,121826810.21,70811832.71
G4802650_hot_dry.csv,1979,2,191291.54,768820.15,60.19,136.46,185143.8,762751.05,103.87,198.07,0.0,0.0,118209813.1,73366042.93
G4802650_hot_dry.csv,1979,3,295598.54,745830.29,111.2,202.27,286478.67,746394.37,82.7,160.36,0.0,0.0,76347262.0,37896610.65
G4802650_hot_dry.csv,1979,4,351933.68,894807.03,77.66,142.19,334211.23,890349.57,65.71,133.84,0.0,0.0,167799047.95,100631596.18
G4802650_hot_dry.csv,1979,5,7811.43,4751.71,11.52,3.88,7029.81,4515.25,9.21,3.14,0.0,0.0,63411931.23,20730436.76
G4802650_hot_dry.csv,1979,6,32060.39,33099.37,172.98,308.33,15145.53,6140.92,59.81,65.74,0.0,0.0,160761112.91,97858131.8
G4802650_hot_dry.csv,1979,8,36360.46,,74.78,,50199.15,,65.23,,0.0,,702926654.23,
G4802650_hot_dry.csv,1984,1,17229.78,11901.11,19.64,10.57,12130.49,6115.84,59.92,111.23,0.0,0.0,95067837.09,63441248.09
G4802650_hot_dry.csv,1984,2,158299.59,639693.93,51.45,114.52,152297.29,633295.52,80.09,152.18,0.0,0.0,91817022.99,64969591.15
G4802650_hot_dry.csv,1984,3,204482.57,506005.98,84.05,152.69,196090.18,506629.12,55.95,106.74,0.0,0.0,53052190.44,27014243.54
G4802650_hot_dry.csv,1984,4,296719.17,745311.85,67.76,119.26,279694.7,740497.85,56.17,110.71,0.0,0.0,132024891.9,78681599.07
G4802650_hot_dry.csv,1984,5,7067.51,4171.58,10.14,3.36,6251.18,3976.62,8.11,2.72,0.0,0.0,43110958.28,14093704.09
G4802650_hot_dry.csv,1984,6,31181.01,33434.28,147.22,259.65,14659.66,6859.23,47.65,52.59,0.0,0.0,127317994.15,87424541.06
G4802650_hot_dry.csv,1984,8,37787.61,,75.45,,50955.92,,65.81,,0.0,,585747514.95,
G4802650_hot_dry.csv,1995,1,10100.61,6987.29,14.8,12.7,7526.41,4256.92,117.17,248.62,0.0,0.0,160431527.2,83956394.35
G4802650_hot_dry.csv,1995,2,231959.82,966042.44,64.02,168.42,228563.48,962696.99,137.6,271.23,0.0,0.0,156178002.73,87871511.6
G4802650_hot_dry.csv,1995,3,411696.59,1075112.54,142.91,276.75,406337.59,1075519.28,120.78,240.39,0.0,0.0,108305433.11,53571813.44
G4802650_hot_dry.csv,1995,4,421047.94,1125698.67,79.91,176.88,411089.23,1123184.45,73.04,172.29,0.0,0.0,219683403.85,135056253.56
G4802650_hot_dry.csv,1995,5,4304.7,2741.03,7.0,2.18,4133.37,2610.12,5.6,1.77,0.0,0.0,91089205.87,29778607.67
G4802650_hot_dry.csv,1995,6,17914.8,18764.49,200.44,378.82,8595.49,3422.51,77.15,96.33,0.0,0.0,209480960.24,116266339.96
G4802650_hot_dry.csv,1995,8,17361.49,,41.34,,27130.66,,36.06,,0.0,,881385022.56,
G4802650_hot_dry.csv,2002,1,7328.18,5090.69,12.01,12.35,5528.4,3014.98,119.05,256.07,0.0,0.0,163169305.34,84764057.57
G4802650_hot_dry.csv,2002,2,232719.83,979450.6,61.94,170.23,230218.99,976861.07,139.94,277.82,0.01,0.0,158878417.25,88783658.76
G4802650_hot_dry.csv,2002,3,418445.49,1100404.32,143.65,282.77,414520.31,1100786.79,124.03,248.14,0.01,0.0,110690357.18,54755350.33
G4802650_hot_dry.csv,2002,4,422067.73,1142009.08,76.91,179.3,414774.75,1139956.96,71.77,175.76,0.0,0.0,223343291.59,137616580.34
G4802650_hot_dry.csv,2002,5,2988.25,1900.02,5.09,1.46,2964.62,1830.3,4.07,1.19,0.01,0.0,93167759.91,30458122.28
G4802650_hot_dry.csv,2002,6,13207.86,14332.48,199.15,382.79,6396.8,2810.18,78.24,100.88,0.0,0.0,212902167.6,117401309.72
G4802650_hot_dry.csv,2002,8,12134.74,,27.88,,20152.42,,27.07,,0.0,,893365096.53,
G4802650_hot_dry.csv,2009,1,7328.18,5090.69,12.01,12.35,5528.4,3014.98,119.05,256.07,0.0,0.0,163169305.34,84764057.57
G4802650_hot_dry.csv,2009,2,232719.83,979450.6,61.94,170.23,230218.99,976861.07,139.94,277.82,0.01,0.0,158878417.25,88783658.76
G4802650_hot_dry.csv,2009,3,418445.49,1100404.32,143.65,282.77,414520.31,1100786.79,124.03,248.14,0.01,0.0,110690357.18,54755350.33
G4802650_hot_dry.csv,2009,4,422067.73,1142009.08,76.91,179.3,414774.75,1139956.96,71.77,175.76,0.0,0.0,223343291.59,137616580.34
G4802650_hot_dry.csv,2009,5,2988.25,1900.02,5.09,1.46,2964.62,1830.3,4.07,1.19,0.01,0.0,93167759.91,30458122.28
G4802650_hot_dry.csv,2009,6,13207.86,14332.48,199.15,382.79,6396.8,2810.18,78.24,100.88,0.0,0.0,212902167.6,117401309.72
G4802650_hot_dry.csv,2009,8,12134.74,,27.88,,20152.42,,27.07,,0.0,,893365096.53,
G5500950_cold.csv,1918,1,214027.18,251247.36,77.31,61.88,96041.66,253906.3,122.28,195.82,0.0,0.0,175340044.34,98617530.36
G5500950_cold.csv,1918,2,412762.08,731899.9,118.29,156.47,267945.76,710346.97,122.87,191.8,0.0,0.0,203899197.55,108273990.24
G5500950_cold.csv,1918,3,356458.9,604418.78,206.47,304.24,208705.17,575852.74,214.95,353.95,0.0,0.0,188016491.45,67329750.89
G5500950_cold.csv,1918,4,161468.71,81658.65,67.81,30.94,2067.74,1588.75,34.35,39.88,0.0,0.0,221987543.16,102626512.57
G5500950_cold.csv,1918,5,296799.68,258252.82,111.45,69.82,92700.96,242354.72,405.34,587.13,0.0,0.0,295504943.4,102639573.21
G5500950_cold.csv,1918,6,92189.59,14266.47,52.91,13.1,1053.72,844.73,11.7,3.78,0.0,0.0,131656715.9,27532290.44
G5500950_cold.csv,1919,1,157137.22,160486.47,58.46,40.97,61481.15,161321.49,85.35,141.21,0.0,0.0,124049879.34,77603642.45
G5500950_cold.csv,1919,2,307958.33,538172.29,90.28,116.25,190960.63,518345.68,85.04,137.12,0.0,0.0,142910796.52,83358470.7
G5500950_cold.csv,1919,3,276701.95,453143.59,154.34,226.32,155678.18,428241.4,158.52,262.83,0.0,0.0,136086137.66,55708304.85
G5500950_cold.csv,1919,4,133716.55,68654.79,56.06,26.09,1791.42,1358.54,25.61,27.2,0.0,0.0,163523221.9,80433950.66
G5500950_cold.csv,1919,5,225040.09,162366.49,86.84,45.97,59145.19,150651.94,290.91,429.18,0.0,0.0,212329839.97,81074152.32
G5500950_cold.csv,1919,6,75199.99,15314.67,41.96,11.03,901.4,686.17,9.42,2.59,0.0,0.0,90769799.22,9455638.07
G5500950_cold.csv,1949,1,191980.44,181213.77,72.51,47.83,69391.79,180912.04,89.63,143.99,0.0,0.0,134765368.94,80652439.78
G5500950_cold.csv,1949,2,354696.0,574924.78,107.19,125.2,204535.34,547886.88,90.63,140.61,0.0,0.0,155872350.34,87311819.86
G5500950_cold.csv,1949,3,319584.47,480022.19,176.6,241.48,163341.63,446010.33,162.01,272.53,0.0,0.0,146433434.87,56770425.02
G5500950_cold.csv,1949,4,174561.15,91683.64,73.02,34.93,2513.86,1910.95,29.3,24.79,0.0,0.0,174678793.49,83766570.0
G5500950_cold.csv,1949,5,281563.84,181308.92,110.19,53.4,66565.36,165940.23,307.5,444.86,0.0,0.0,229172431.82,83907439.65
G5500950_cold.csv,1949,6,95964.84,21647.39,51.15,11.85,1220.7,837.85,11.94,3.03,0.0,0.0,99700414.05,14872050.68
G5500950_cold.csv,1958,1,210096.68,222618.44,77.63,56.43,85489.71,224600.82,107.77,171.16,0.0,0.0,158255579.61,90301518.78
G5500950_cold.csv,1958,2,393110.71,664339.96,115.79,143.41,240437.3,638113.05,109.32,167.66,0.0,0.0,183804223.61,98784961.23
G5500950_cold.csv,1958,3,346796.54,550113.3,196.7,277.01,188123.5,516064.13,189.52,316.15,0.0,0.0,170216843.46,62111055.85
G5500950_cold.csv,1958,4,176968.12,92823.33,74.1,35.38,2428.54,1874.68,32.91,31.82,0.0,0.0,201454671.92,93940178.9
G5500950_cold.csv,1958,5,301069.32,224767.48,115.44,62.71,82629.08,211358.24,361.89,521.44,0.0,0.0,267265518.52,93904515.56
G5500950_cold.csv,1958,6,97434.22,21566.94,53.42,13.82,1147.85,808.48,12.15,3.14,0.0,0.0,118426075.91,23150916.08
G5500950_cold.csv,1969,1,238409.05,336839.48,82.85,81.16,129957.06,345871.34,170.19,275.47,0.0,0.0,235874783.39,135675360.02
G5500950_cold.csv,1969,2,495909.33,1004556.56,132.75,216.6,364542.34,972247.28,171.53,271.74,0.0,0.0,273764541.78,148136786.19
G5500950_cold.csv,1969,3,433994.09,835151.82,259.73,413.99,285762.16,792781.88,296.62,490.12,0.0,0.0,254135541.87,93697473.59
G5500950_cold.csv,1969,4,177160.76,104895.49,73.94,40.97,2035.23,1823.87,44.51,61.98,0.0,0.0,301174700.31,141110953.81
G5500950_cold.csv,1969,5,330150.65,335689.49,118.26,82.06,130594.31,347394.49,557.03,815.86,0.0,0.0,398811308.47,141051645.07
G5500950_cold.csv,1969,6,85181.89,44701.01,52.88,34.2,612.14,230.48,9.88,0.61,0.0,0.0,176175102.02,33091435.87
G5500950_cold.csv,1979,1,114140.89,124560.67,41.89,31.08,47557.82,125457.89,75.25,132.66,0.0,0.0,106130287.2,73343097.73
G5500950_cold.csv,1979,2,248107.48,479374.15,70.06,103.16,166963.95,466461.63,73.22,127.65,0.0,0.0,121130591.38,77852901.27
G5500950_cold.csv,1979,3,225669.87,410131.63,125.64,202.63,142199.9,394120.35,148.61,243.22,0.0,0.0,119020793.76,54717775.79
G5500950_cold.csv,1979,4,90784.38,44945.37,38.18,17.0,1096.65,835.91,20.4,28.63,0.0,0.0,145370779.05,75558913.39
G5500950_cold.csv,1979,5,159227.42,127236.13,60.62,34.98,45874.74,118910.31,259.21,395.91,0.0,0.0,184417728.54,78076269.55
G5500950_cold.csv,1979,6,52840.57,9660.81,31.64,10.19,599.04,514.69,6.66,1.96,0.0,0.0,75650425.42,381513.73
G5500950_cold.csv,1984,1,95174.24,84114.25,36.42,22.78,32018.17,83316.15,57.8,106.24,0.0,0.0,83049970.14,64375227.57
G5500950_cold.csv,1984,2,208272.88,395152.07,60.7,86.06,131614.53,380063.33,55.54,101.99,0.0,0.0,93688688.88,67916864.68
G5500950_cold.csv,1984,3,198599.86,342198.36,105.99,168.71,117606.74,324481.11,120.79,199.72,0.0,0.0,95646524.31,49807837.56
G5500950_cold.csv,1984,4,90446.67,46930.27,37.9,17.9,1177.04,887.34,17.47,21.37,0.0,0.0,119049744.78,65755644.6
G5500950_cold.csv,1984,5,140028.63,82913.02,55.29,24.89,30897.11,76304.69,205.8,322.5,0.0,0.0,146983100.34,70681996.3
G5500950_cold.csv,1984,6,50334.71,13948.94,28.68,10.23,607.44,467.45,6.19,1.24,0.0,0.0,57256062.51,8496737.04
G5500950_cold.csv,1995,1,109429.72,186307.66,35.75,44.16,70040.96,187959.97,105.42,181.66,0.0,0.0,139486238.74,88370459.01
G5500950_cold.csv,1995,2,268752.32,612397.57,67.13,130.59,221213.16,605823.92,102.74,175.88,0.0,0.0,160509310.83,94741905.71
G5500950_cold.csv,1995,3,230823.17,518171.11,139.84,254.64,181652.4,509272.12,196.64,317.73,0.0,0.0,153442116.72,63774769.83
G5500950_cold.csv,1995,4,52411.1,24653.27,22.21,9.28,430.89,391.79,22.79,46.28,0.0,0.0,184761353.42,91532030.69
G5500950_cold.csv,1995,5,134400.48,193787.48,44.69,46.9,69398.66,190628.03,344.64,525.02,0.0,0.0,239200504.82,92483884.95
G5500950_cold.csv,1995,6,31902.45,6428.67,25.19,14.88,217.06,226.31,3.93,1.27,0.0,0.0,101738319.28,9254010.73
G5500950_cold.csv,2002,1,101659.42,192339.5,31.98,45.44,72065.03,193890.79,109.0,187.0,0.01,0.0,141847589.56,89321545.21
G5500950_cold.csv,2002,2,261015.7,622722.22,62.84,132.82,225679.59,617410.0,105.98,181.4,0.01,0.0,163317159.28,95848380.81
G5500950_cold.csv,2002,3,222270.13,526527.32,137.25,258.15,184806.67,519260.66,201.47,324.67,0.0,0.0,155832941.22,64297847.59
G5500950_cold.csv,2002,4,40200.44,18966.32,17.07,7.17,268.0,265.77,22.33,49.17,0.0,0.0,187452995.62,92547392.75
G5500950_cold.csv,2002,5,120216.62,199971.15,37.88,47.13,71973.54,199347.26,351.9,538.17,0.0,0.0,243029808.12,93398110.08
G5500950_cold.csv,2002,6,24418.86,6933.53,22.06,16.32,99.49,103.52,2.95,0.72,0.01,0.0,103620714.36,10086242.76
G5500950_cold.csv,2009,1,101659.42,192339.5,31.98,45.44,72065.03,193890.79,109.0,187.0,0.01,0.0,141847589.56,89321545.21
G5500950_cold.csv,2009,2,261015.7,622722.22,62.84,132.82,225679.59,617410.0,105.98,181.4,0.01,0.0,163317159.28,95848380.81
G5500950_cold.csv,2009,3,222270.13,526527.32,137.25,258.15,184806.67,519260.66,201.47,324.67,0.0,0.0,155832941.22,64297847.59
G5500950_cold.csv,2009,4,40200.44,18966.32,17.07,7.17,268.0,265.77,22.33,49.17,0.0,0.0,187452995.62,92547392.75
G5500950_cold.csv,2009,5,120216.62,199971.15,37.88,47.13,71973.54,199347.26,351.9,538.17,0.0,0.0,243029808.12,93398110.08
G5500950_cold.csv,2009,6,24418.86,6933.53,22.06,16.32,99.49,103.52,2.95,0.72,0.01,0.0,103620714.36,10086242.76
