datetime,power[W],heating_demand[W],total_power[W],cooling_demand[W]
2018-01-01 00:00:00,332.0,3216.0,956.0,0.0
2018-01-01 00:15:00,332.0,3278.0,956.0,0.0
2018-01-01 00:30:00,332.0,3353.0,972.0,0.0
2018-01-01 00:45:00,332.0,3452.0,1004.0,0.0
2018-01-01 01:00:00,256.0,3408.0,1032.0,0.0
2018-01-01 01:15:00,256.0,3482.0,996.0,0.0
2018-01-01 01:30:00,256.0,3543.0,1024.0,0.0
2018-01-01 01:45:00,256.0,3604.0,1048.0,0.0
2018-01-01 02:00:00,288.0,6355.0,1072.0,0.0
2018-01-01 02:15:00,288.0,6569.0,2108.0,0.0
2018-01-01 02:30:00,288.0,6671.0,2188.0,0.0
2018-01-01 02:45:00,288.0,6737.0,2232.0,0.0
2018-01-01 03:00:00,256.0,3247.0,2264.0,0.0
2018-01-01 03:15:00,256.0,3110.0,1208.0,0.0
2018-01-01 03:30:00,256.0,3167.0,1160.0,0.0
2018-01-01 03:45:00,256.0,3236.0,1180.0,0.0
2018-01-01 04:00:00,252.0,3241.0,1204.0,0.0
2018-01-01 04:15:00,252.0,3346.0,1228.0,0.0
2018-01-01 04:30:00,252.0,3559.0,1264.0,0.0
2018-01-01 04:45:00,252.0,3783.0,1332.0,0.0
2018-01-01 05:00:00,252.0,3916.0,1412.0,0.0
2018-01-01 05:15:00,252.0,4081.0,1476.0,0.0
2018-01-01 05:30:00,252.0,4222.0,1532.0,0.0
2018-01-01 05:45:00,252.0,4554.0,1584.0,0.0
2018-01-01 06:00:00,248.0,4640.0,1692.0,0.0
2018-01-01 06:15:00,248.0,4703.0,1716.0,0.0
2018-01-01 06:30:00,268.0,4779.0,1736.0,0.0
2018-01-01 06:45:00,268.0,4878.0,1780.0,0.0
2018-01-01 07:00:00,308.0,4961.0,1812.0,0.0
2018-01-01 07:15:00,284.0,5248.0,1868.0,0.0
2018-01-01 07:30:00,284.0,5405.0,1928.0,0.0
2018-01-01 07:45:00,284.0,5721.0,1972.0,0.0
2018-01-01 08:00:00,308.0,5843.0,2068.0,0.0
2018-01-01 08:15:00,308.0,5935.0,2080.0,0.0
2018-01-01 08:30:00,360.0,6378.0,2092.0,0.0
2018-01-01 08:45:00,360.0,9421.571000000033,2712.0,0.0
2018-01-01 09:00:00,400.0,9421.571000000033,3960.0,0.0
2018-01-01 09:15:00,400.0,9421.571000000033,4108.0,0.0
2018-01-01 09:30:00,400.0,9421.571000000033,4164.0,0.0
2018-01-01 09:45:00,400.0,9421.571000000033,4128.0,0.0
2018-01-01 10:00:00,400.0,9421.571000000033,4124.0,0.0
2018-01-01 10:15:00,400.0,9421.571000000033,4072.0,0.0
2018-01-01 10:30:00,400.0,9421.571000000033,3944.0,0.0
2018-01-01 10:45:00,400.0,9421.571000000033,3784.0,0.0
2018-01-01 11:00:00,404.0,9421.571000000033,3728.0,0.0
2018-01-01 11:15:00,404.0,9321.0,3528.0,0.0
2018-01-01 11:30:00,404.0,8936.0,3356.0,0.0
2018-01-01 11:45:00,404.0,8516.0,3228.0,0.0
2018-01-01 12:00:00,400.0,8081.0,3084.0,0.0
2018-01-01 12:15:00,400.0,7778.0,2932.0,0.0
2018-01-01 12:30:00,400.0,7181.0,2836.0,0.0
2018-01-01 12:45:00,400.0,5017.0,2436.0,0.0
2018-01-01 13:00:00,408.0,3439.0,1604.0,0.0
2018-01-01 13:15:00,328.0,3333.0,1168.0,0.0
2018-01-01 13:30:00,252.0,3314.0,1056.0,0.0
2018-01-01 13:45:00,252.0,3174.0,968.0,0.0
2018-01-01 14:00:00,328.0,3041.0,924.0,0.0
2018-01-01 14:15:00,328.0,2952.0,968.0,0.0
2018-01-01 14:30:00,328.0,2848.0,944.0,0.0
2018-01-01 14:45:00,328.0,2743.0,912.0,0.0
2018-01-01 15:00:00,332.0,2669.0,888.0,0.0
2018-01-01 15:15:00,332.0,4006.0,1288.0,0.0
2018-01-01 15:30:00,1076.0,3655.0,1664.0,0.0
2018-01-01 15:45:00,1348.0,3255.0,2340.0,0.0
2018-01-01 16:00:00,668.0,2982.0,2440.0,0.0
2018-01-01 16:15:00,328.0,2018.0,1332.0,0.0
2018-01-01 16:30:00,328.0,1831.0,728.0,0.0
2018-01-01 16:45:00,328.0,1745.0,680.0,0.0
2018-01-01 17:00:00,336.0,1736.0,660.0,0.0
2018-01-01 17:15:00,336.0,1718.0,660.0,0.0
2018-01-01 17:30:00,336.0,1728.0,656.0,0.0
2018-01-01 17:45:00,336.0,1738.0,664.0,0.0
2018-01-01 18:00:00,356.0,1997.0,668.0,0.0
2018-01-01 18:15:00,356.0,2074.0,696.0,0.0
2018-01-01 18:30:00,356.0,2163.0,724.0,0.0
2018-01-01 18:45:00,356.0,2307.0,744.0,0.0
2018-01-01 19:00:00,380.0,2655.0,792.0,0.0
2018-01-01 19:15:00,380.0,2821.0,860.0,0.0
2018-01-01 19:30:00,784.0,2771.0,912.0,0.0
2018-01-01 19:45:00,972.0,4129.0,1720.0,0.0
2018-01-01 20:00:00,1172.0,7072.0,2328.0,0.0
2018-01-01 20:15:00,1172.0,7477.0,3368.0,0.0
2018-01-01 20:30:00,1172.0,7402.0,3512.0,0.0
2018-01-01 20:45:00,1076.0,6738.0,3444.0,0.0
2018-01-01 21:00:00,656.0,3311.0,2776.0,0.0
2018-01-01 21:15:00,656.0,3082.0,1264.0,0.0
2018-01-01 21:30:00,656.0,3074.0,1200.0,0.0
2018-01-01 21:45:00,656.0,3118.0,1204.0,0.0
2018-01-01 22:00:00,604.0,3323.0,1220.0,0.0
2018-01-01 22:15:00,604.0,3306.0,1216.0,0.0
2018-01-01 22:30:00,604.0,3340.0,1216.0,0.0
2018-01-01 22:45:00,604.0,3374.0,1232.0,0.0
2018-01-01 23:00:00,452.0,3558.0,1248.0,0.0
2018-01-01 23:15:00,452.0,3629.0,1136.0,0.0
2018-01-01 23:30:00,452.0,3675.0,1160.0,0.0
2018-01-01 23:45:00,452.0,3820.0,1184.0,0.0
2018-01-02 00:00:00,260.0,3732.0,1232.0,0.0
2018-01-02 00:15:00,260.0,3806.0,1080.0,0.0
2018-01-02 00:30:00,260.0,3917.0,1112.0,0.0
