datetime,power[W],heating_demand[W],total_power[W],cooling_demand[W]
2018-01-01 00:00:00,468.0,2122.0,1144.0,0.0
2018-01-01 00:15:00,468.0,2322.0,1144.0,0.0
2018-01-01 00:30:00,408.0,4067.0,1640.0,0.0
2018-01-01 00:45:00,408.0,4856.0,2140.0,0.0
2018-01-01 01:00:00,412.0,5056.0,2400.0,0.0
2018-01-01 01:15:00,380.0,5298.0,2472.0,0.0
2018-01-01 01:30:00,380.0,3659.0,2280.0,0.0
2018-01-01 01:45:00,340.0,3112.0,1564.0,0.0
2018-01-01 02:00:00,336.0,8634.0,1356.0,0.0
2018-01-01 02:15:00,336.0,5248.0,3144.0,0.0
2018-01-01 02:30:00,336.0,4990.0,2056.0,0.0
2018-01-01 02:45:00,336.0,4929.0,1980.0,0.0
2018-01-01 03:00:00,336.0,5161.0,1964.0,0.0
2018-01-01 03:15:00,336.0,5433.0,2048.0,0.0
2018-01-01 03:30:00,336.0,5692.0,2140.0,0.0
2018-01-01 03:45:00,336.0,5951.0,2228.0,0.0
2018-01-01 04:00:00,332.0,6198.0,2316.0,0.0
2018-01-01 04:15:00,332.0,6468.0,2396.0,0.0
2018-01-01 04:30:00,332.0,6761.0,2488.0,0.0
2018-01-01 04:45:00,332.0,7066.0,2588.0,0.0
2018-01-01 05:00:00,332.0,19240.604000000487,2696.0,0.0
2018-01-01 05:15:00,332.0,19240.604000000487,7692.0,0.0
2018-01-01 05:30:00,332.0,19240.604000000487,7320.0,0.0
2018-01-01 05:45:00,332.0,19240.604000000487,7384.0,0.0
2018-01-01 06:00:00,332.0,18526.0,6768.0,0.0
2018-01-01 06:15:00,332.0,19240.604000000487,6984.0,0.0
2018-01-01 06:30:00,332.0,19240.604000000487,7668.0,0.0
2018-01-01 06:45:00,332.0,19240.604000000487,7680.0,0.0
2018-01-01 07:00:00,360.0,19240.604000000487,7568.0,0.0
2018-01-01 07:15:00,360.0,17011.0,7036.0,0.0
2018-01-01 07:30:00,360.0,15948.0,6008.0,0.0
2018-01-01 07:45:00,360.0,15619.0,5632.0,0.0
2018-01-01 08:00:00,420.0,15544.0,5500.0,0.0
2018-01-01 08:15:00,420.0,15689.0,5516.0,0.0
2018-01-01 08:30:00,376.0,19240.604000000487,5944.0,0.0
2018-01-01 08:45:00,376.0,19240.604000000487,7128.0,0.0
2018-01-01 09:00:00,404.0,19240.604000000487,7304.0,0.0
2018-01-01 09:15:00,1380.0,18564.0,7196.0,0.0
2018-01-01 09:30:00,1736.0,14282.0,7188.0,0.0
2018-01-01 09:45:00,904.0,14297.0,6180.0,0.0
2018-01-01 10:00:00,460.0,14547.0,5324.0,0.0
2018-01-01 10:15:00,400.0,15064.0,4932.0,0.0
2018-01-01 10:30:00,400.0,15036.0,4968.0,0.0
2018-01-01 10:45:00,400.0,18653.0,5324.0,0.0
2018-01-01 11:00:00,400.0,18709.0,6320.0,0.0
2018-01-01 11:15:00,400.0,17889.0,6264.0,0.0
2018-01-01 11:30:00,400.0,17238.0,5996.0,0.0
2018-01-01 11:45:00,336.0,14908.0,5564.0,0.0
2018-01-01 12:00:00,400.0,11440.0,4560.0,0.0
2018-01-01 12:15:00,400.0,10226.0,3612.0,0.0
2018-01-01 12:30:00,400.0,9501.0,3252.0,0.0
2018-01-01 12:45:00,400.0,9203.0,3032.0,0.0
2018-01-01 13:00:00,404.0,12537.0,3356.0,0.0
2018-01-01 13:15:00,404.0,12338.0,4248.0,0.0
2018-01-01 13:30:00,404.0,11257.0,4172.0,0.0
2018-01-01 13:45:00,404.0,10158.0,3868.0,0.0
2018-01-01 14:00:00,408.0,9179.0,3556.0,0.0
2018-01-01 14:15:00,408.0,6461.0,3096.0,0.0
2018-01-01 14:30:00,408.0,4088.0,2120.0,0.0
2018-01-01 14:45:00,408.0,3757.0,1488.0,0.0
2018-01-01 15:00:00,408.0,3593.0,1404.0,0.0
2018-01-01 15:15:00,408.0,3437.0,1356.0,0.0
2018-01-01 15:30:00,408.0,3182.0,1328.0,0.0
2018-01-01 15:45:00,408.0,2993.0,1272.0,0.0
2018-01-01 16:00:00,408.0,2823.0,1232.0,0.0
2018-01-01 16:15:00,408.0,2684.0,1196.0,0.0
2018-01-01 16:30:00,408.0,2561.0,1164.0,0.0
2018-01-01 16:45:00,408.0,2483.0,1136.0,0.0
2018-01-01 17:00:00,408.0,2475.0,1120.0,0.0
2018-01-01 17:15:00,408.0,2456.0,1128.0,0.0
2018-01-01 17:30:00,408.0,2575.0,1124.0,0.0
2018-01-01 17:45:00,408.0,2706.0,1160.0,0.0
2018-01-01 18:00:00,424.0,4099.0,1624.0,0.0
2018-01-01 18:15:00,1480.0,3869.0,2048.0,0.0
2018-01-01 18:30:00,1756.0,3818.0,3048.0,0.0
2018-01-01 18:45:00,868.0,4529.0,3332.0,0.0
2018-01-01 19:00:00,556.0,3418.0,2252.0,0.0
2018-01-01 19:15:00,556.0,3527.0,1560.0,0.0
2018-01-01 19:30:00,556.0,3568.0,1596.0,0.0
2018-01-01 19:45:00,644.0,3609.0,1608.0,0.0
2018-01-01 20:00:00,688.0,0.0,1724.0,0.0
2018-01-01 20:15:00,688.0,770.0,692.0,0.0
2018-01-01 20:30:00,688.0,739.0,924.0,0.0
