datetime,power[W],heating_demand[W],total_power[W],cooling_demand[W]
2018-01-01 00:00:00,936.0,0.0,1376.0,0.0
2018-01-01 00:15:00,936.0,0.0,1376.0,0.0
2018-01-01 00:30:00,936.0,0.0,1380.0,0.0
2018-01-01 00:45:00,936.0,0.0,1388.0,0.0
2018-01-01 01:00:00,692.0,1505.0,1392.0,0.0
2018-01-01 01:15:00,692.0,1296.0,1136.0,0.0
2018-01-01 01:30:00,692.0,1401.0,1076.0,0.0
2018-01-01 01:45:00,692.0,1520.0,1108.0,0.0
2018-01-01 02:00:00,716.0,1516.0,1144.0,0.0
2018-01-01 02:15:00,716.0,1529.0,1172.0,0.0
2018-01-01 02:30:00,716.0,1529.0,1172.0,0.0
2018-01-01 02:45:00,716.0,1543.0,1176.0,0.0
2018-01-01 03:00:00,684.0,5925.738000000172,1176.0,0.0
2018-01-01 03:15:00,684.0,5925.738000000172,6020.0,0.0
2018-01-01 03:30:00,684.0,5925.738000000172,2572.0,0.0
2018-01-01 03:45:00,684.0,5925.738000000172,3380.0,0.0
2018-01-01 04:00:00,712.0,5925.738000000172,2748.0,0.0
2018-01-01 04:15:00,712.0,5925.738000000172,2644.0,0.0
2018-01-01 04:30:00,712.0,5925.738000000172,2564.0,0.0
2018-01-01 04:45:00,712.0,5925.738000000172,2508.0,0.0
2018-01-01 05:00:00,820.0,5712.0,2472.0,0.0
2018-01-01 05:15:00,820.0,5549.0,2516.0,0.0
2018-01-01 05:30:00,820.0,5387.0,2464.0,0.0
2018-01-01 05:45:00,820.0,5251.0,2416.0,0.0
2018-01-01 06:00:00,980.0,5590.0,2376.0,0.0
2018-01-01 06:15:00,980.0,5509.0,2632.0,0.0
2018-01-01 06:30:00,980.0,5427.0,2608.0,0.0
2018-01-01 06:45:00,980.0,5373.0,2588.0,0.0
2018-01-01 07:00:00,900.0,4872.0,2572.0,0.0
2018-01-01 07:15:00,900.0,4832.0,2344.0,0.0
2018-01-01 07:30:00,1064.0,4737.0,2328.0,0.0
2018-01-01 07:45:00,1064.0,4683.0,2460.0,0.0
2018-01-01 08:00:00,2276.0,4155.0,2444.0,0.0
2018-01-01 08:15:00,1576.0,4358.0,3504.0,0.0
2018-01-01 08:30:00,1132.0,4453.0,2864.0,0.0
2018-01-01 08:45:00,912.0,4548.0,2448.0,0.0
2018-01-01 09:00:00,920.0,4494.0,2260.0,0.0
2018-01-01 09:15:00,688.0,4561.0,2248.0,0.0
2018-01-01 09:30:00,688.0,4507.0,2040.0,0.0
2018-01-01 09:45:00,688.0,4426.0,2024.0,0.0
2018-01-01 10:00:00,648.0,4399.0,2000.0,0.0
2018-01-01 10:15:00,648.0,4370.0,1948.0,0.0
2018-01-01 10:30:00,648.0,4354.0,1940.0,0.0
2018-01-01 10:45:00,648.0,4311.0,1928.0,0.0
2018-01-01 11:00:00,852.0,4158.0,1920.0,0.0
2018-01-01 11:15:00,852.0,4042.0,2072.0,0.0
2018-01-01 11:30:00,852.0,3966.0,2032.0,0.0
2018-01-01 11:45:00,852.0,3972.0,2008.0,0.0
2018-01-01 12:00:00,616.0,4048.0,2012.0,0.0
2018-01-01 12:15:00,844.0,4770.0,2228.0,0.0
2018-01-01 12:30:00,844.0,4722.0,2660.0,0.0
2018-01-01 12:45:00,844.0,4673.0,2644.0,0.0
2018-01-01 13:00:00,848.0,4624.0,2624.0,0.0
2018-01-01 13:15:00,848.0,4512.0,2608.0,0.0
2018-01-01 13:30:00,848.0,4245.0,2480.0,0.0
2018-01-01 13:45:00,848.0,3531.0,2060.0,0.0
2018-01-01 14:00:00,880.0,3797.0,1856.0,0.0
2018-01-01 14:15:00,880.0,3671.0,1968.0,0.0
2018-01-01 14:30:00,656.0,3685.0,1928.0,0.0
2018-01-01 14:45:00,656.0,3615.0,1708.0,0.0
2018-01-01 15:00:00,688.0,3251.0,1684.0,0.0
2018-01-01 15:15:00,688.0,3304.0,1616.0,0.0
2018-01-01 15:30:00,688.0,3315.0,1628.0,0.0
2018-01-01 15:45:00,688.0,3340.0,1632.0,0.0
2018-01-01 16:00:00,896.0,3266.0,1636.0,0.0
2018-01-01 16:15:00,896.0,3198.0,1824.0,0.0
2018-01-01 16:30:00,2292.0,2609.0,1804.0,0.0
2018-01-01 16:45:00,2524.0,2320.0,3036.0,0.0
2018-01-01 17:00:00,3008.0,2116.0,3188.0,0.0
2018-01-01 17:15:00,3008.0,2018.0,3612.0,0.0
2018-01-01 17:30:00,2756.0,2004.0,3584.0,0.0
2018-01-01 17:45:00,1980.0,2158.0,3328.0,0.0
2018-01-01 18:00:00,1952.0,0.0,3020.0,0.0
2018-01-01 18:15:00,1644.0,0.0,2380.0,0.0
2018-01-01 18:30:00,1952.0,546.0,2068.0,0.0
2018-01-01 18:45:00,1952.0,406.0,2524.0,0.0
2018-01-01 19:00:00,2168.0,630.0,2488.0,0.0
2018-01-01 19:15:00,2168.0,757.0,2768.0,0.0
2018-01-01 19:30:00,2168.0,855.0,2804.0,0.0
2018-01-01 19:45:00,2168.0,883.0,2776.0,0.0
2018-01-01 20:00:00,2304.0,532.0,2420.0,0.0
2018-01-01 20:15:00,2304.0,616.0,2460.0,0.0
2018-01-01 20:30:00,2304.0,687.0,2480.0,0.0
2018-01-01 20:45:00,2304.0,757.0,2504.0,0.0
2018-01-01 21:00:00,2240.0,799.0,2524.0,0.0
2018-01-01 21:15:00,2240.0,815.0,2468.0,0.0
2018-01-01 21:30:00,2240.0,860.0,2472.0,0.0
2018-01-01 21:45:00,2240.0,906.0,2488.0,0.0
2018-01-01 22:00:00,1976.0,966.0,2496.0,0.0
2018-01-01 22:15:00,1976.0,1022.0,2252.0,0.0
2018-01-01 22:30:00,1976.0,1065.0,2264.0,0.0
2018-01-01 22:45:00,1976.0,1477.0,2684.0,0.0
2018-01-01 23:00:00,1404.0,1519.0,2800.0,0.0
2018-01-01 23:15:00,1404.0,1505.0,2240.0,0.0
2018-01-01 23:30:00,1176.0,1534.0,2240.0,0.0
2018-01-01 23:45:00,1176.0,1548.0,2024.0,0.0
2018-01-02 00:00:00,820.0,1576.0,2028.0,0.0
2018-01-02 00:15:00,820.0,1619.0,1688.0,0.0
2018-01-02 00:30:00,700.0,1633.0,1704.0,0.0
