datetime,power[W],heating_demand[W],total_power[W],cooling_demand[W]
2018-01-01 00:00:00,820.0,0.0,832.0,0.0
2018-01-01 00:15:00,820.0,0.0,832.0,0.0
2018-01-01 00:30:00,820.0,0.0,832.0,0.0
2018-01-01 00:45:00,820.0,0.0,832.0,0.0
2018-01-01 01:00:00,808.0,0.0,832.0,0.0
2018-01-01 01:15:00,808.0,0.0,812.0,0.0
2018-01-01 01:30:00,692.0,0.0,812.0,0.0
2018-01-01 01:45:00,692.0,0.0,692.0,0.0
2018-01-01 02:00:00,536.0,541.0,692.0,0.0
2018-01-01 02:15:00,536.0,853.0,700.0,0.0
2018-01-01 02:30:00,536.0,1137.0,792.0,0.0
2018-01-01 02:45:00,536.0,1381.0,876.0,0.0
2018-01-01 03:00:00,532.0,6984.0,952.0,0.0
2018-01-01 03:15:00,532.0,5157.0,2600.0,0.0
2018-01-01 03:30:00,532.0,6199.0,2056.0,0.0
2018-01-01 03:45:00,532.0,5793.0,2368.0,0.0
2018-01-01 04:00:00,520.0,5658.0,2244.0,0.0
2018-01-01 04:15:00,520.0,5617.0,2196.0,0.0
2018-01-01 04:30:00,520.0,5617.0,2184.0,0.0
2018-01-01 04:45:00,520.0,5644.0,2184.0,0.0
2018-01-01 05:00:00,516.0,5630.0,2192.0,0.0
2018-01-01 05:15:00,516.0,5617.0,2184.0,0.0
2018-01-01 05:30:00,516.0,5603.0,2180.0,0.0
2018-01-01 05:45:00,516.0,5644.0,2180.0,0.0
2018-01-01 06:00:00,524.0,5671.0,2188.0,0.0
2018-01-01 06:15:00,524.0,5725.0,2200.0,0.0
2018-01-01 06:30:00,652.0,7025.0,2652.0,0.0
2018-01-01 06:45:00,652.0,6984.0,3156.0,0.0
2018-01-01 07:00:00,848.0,7011.0,3140.0,0.0
2018-01-01 07:15:00,848.0,6876.0,3348.0,0.0
2018-01-01 07:30:00,848.0,6862.0,3316.0,0.0
2018-01-01 07:45:00,848.0,6794.0,3316.0,0.0
2018-01-01 08:00:00,960.0,6091.0,3048.0,0.0
2018-01-01 08:15:00,960.0,5563.0,2764.0,0.0
